Distance_Run#1_(cm), Pressure_Run#1_(atm), Mass_density_Run#1_(g/cm3), Axial_velocity_Run#1_(cm/sec), Cross-section_area_Run#1_(cm2), Net_heat_production_from_gas-phase_reactions_Run#1_(erg/cm3-sec), EINO_Run#1_(g-NO/kg-fuel), EINO2_Run#1_(g-NO2/kg-fuel), EINOX_Run#1_(g-NOx/kg-fuel), EICO_Run#1_(g-CO/kg-fuel), Unburned_fuel_fraction_Run#1_(), Temperature_Run#1_(K), Mole_fraction_H2_Run#1_(), Mole_fraction_H_Run#1_(), Mole_fraction_O_Run#1_(), Mole_fraction_O2_Run#1_(), Mole_fraction_OH_Run#1_(), Mole_fraction_H2O_Run#1_(), Mole_fraction_HO2_Run#1_(), Mole_fraction_H2O2_Run#1_(), Mole_fraction_CO_Run#1_(), Mole_fraction_CO2_Run#1_(), Mole_fraction_HCO_Run#1_(), Mole_fraction_CH2O_Run#1_(), Mole_fraction_NO_Run#1_(), Mole_fraction_NO2_Run#1_(), Mole_fraction_N2O_Run#1_(), Mole_fraction_N2_Run#1_(), Flow_rate_Run#1_(g/cm2-sec), Molecular_weight_Run#1_(g/mole)
4.978344e+000, 9.999997e-001, 4.843405e-004, 1.155165e+002, 1.000000e+000, 1.406343e+010, 1.569933e-006, 2.244328e-002, 2.244569e-002, 3.625659e-007, 8.735625e-001, 7.062747e+002, 2.509894e-002, 4.006245e-004, 1.316733e-004, 1.458761e-001, 3.151972e-004, 1.757099e-002, 1.824532e-004, 7.186080e-005, 1.735762e-001, 1.990653e-002, 9.737677e-008, 1.354325e-008, 5.318226e-007, 8.618064e-009, 1.342821e-008, 6.168688e-001, 5.594933e-002, 2.807001e+001
4.979375e+000, 9.999997e-001, 4.638511e-004, 1.206192e+002, 1.000000e+000, 1.512125e+010, 2.252061e-006, 2.336055e-002, 2.336400e-002, 3.557221e-007, 8.624264e-001, 7.382683e+002, 2.426444e-002, 5.122396e-004, 1.806266e-004, 1.442199e-001, 3.537015e-004, 1.902508e-002, 1.654936e-004, 6.565782e-005, 1.715873e-001, 2.202431e-002, 1.187260e-007, 1.426534e-008, 6.029637e-007, 6.618596e-009, 1.552745e-008, 6.176005e-001, 5.594933e-002, 2.810030e+001
4.980406e+000, 9.999997e-001, 4.452044e-004, 1.256711e+002, 1.000000e+000, 1.598811e+010, 3.105366e-006, 2.431460e-002, 2.431936e-002, 3.453792e-007, 8.510695e-001, 7.700217e+002, 2.342524e-002, 6.387454e-004, 2.443261e-004, 1.425207e-001, 3.888564e-004, 2.049207e-002, 1.502166e-004, 5.934880e-005, 1.695502e-001, 2.419350e-002, 1.411442e-007, 1.472934e-008, 6.801321e-007, 5.257131e-009, 1.787903e-008, 6.183359e-001, 5.594933e-002, 2.813070e+001
4.981437e+000, 9.999997e-001, 4.282320e-004, 1.306519e+002, 1.000000e+000, 1.668458e+010, 4.136198e-006, 2.531801e-002, 2.532436e-002, 3.315696e-007, 8.395142e-001, 8.014071e+002, 2.258317e-002, 7.794189e-004, 3.257966e-004, 1.407819e-001, 4.210649e-004, 2.196546e-002, 1.366144e-004, 5.306516e-005, 1.674687e-001, 2.640995e-002, 1.641726e-007, 1.491057e-008, 7.639740e-007, 4.326396e-009, 2.050619e-008, 6.190739e-001, 5.594933e-002, 2.816115e+001
4.982469e+000, 9.999997e-001, 4.127691e-004, 1.355463e+002, 1.000000e+000, 1.723304e+010, 5.344629e-006, 2.637745e-002, 2.638565e-002, 3.145764e-007, 8.277730e-001, 8.323285e+002, 2.174023e-002, 9.333779e-004, 4.281132e-004, 1.390049e-001, 4.510897e-004, 2.343951e-002, 1.245633e-004, 4.692580e-005, 1.653449e-001, 2.867178e-002, 1.873667e-007, 1.480578e-008, 8.550986e-007, 3.684028e-009, 2.343330e-008, 6.198135e-001, 5.594933e-002, 2.819162e+001
4.983500e+000, 9.999997e-001, 3.986605e-004, 1.403433e+002, 1.000000e+000, 1.765507e+010, 6.724978e-006, 2.749589e-002, 2.750620e-002, 2.948816e-007, 8.158510e-001, 8.627157e+002, 2.089851e-002, 1.099637e-003, 5.542132e-004, 1.371901e-001, 4.799108e-004, 2.490914e-002, 1.138982e-004, 4.103598e-005, 1.631793e-001, 3.097882e-002, 2.103058e-007, 1.443309e-008, 9.540874e-007, 3.237035e-009, 2.668538e-008, 6.205543e-001, 5.594933e-002, 2.822208e+001
4.984531e+000, 9.999997e-001, 3.857637e-004, 1.450352e+002, 1.000000e+000, 1.797023e+010, 8.266642e-006, 2.867408e-002, 2.868676e-002, 2.731096e-007, 8.037489e-001, 8.925192e+002, 2.006011e-002, 1.277146e-003, 7.066972e-004, 1.353371e-001, 5.086097e-004, 2.636977e-002, 1.044504e-004, 3.548534e-005, 1.609717e-001, 3.333196e-002, 2.325997e-007, 1.382894e-008, 1.061501e-006, 2.925767e-009, 3.028744e-008, 6.212956e-001, 5.594933e-002, 2.825251e+001
4.985562e+000, 9.999997e-001, 3.739506e-004, 1.496169e+002, 1.000000e+000, 1.819549e+010, 9.955098e-006, 2.991148e-002, 2.992674e-002, 2.499460e-007, 7.914653e-001, 9.217052e+002, 1.922715e-002, 1.464821e-003, 8.876382e-004, 1.334455e-001, 5.382801e-004, 2.781717e-002, 9.606323e-005, 3.034583e-005, 1.587217e-001, 3.573266e-002, 2.538955e-007, 1.304253e-008, 1.177884e-006, 2.711758e-009, 3.426359e-008, 6.220373e-001, 5.594933e-002, 2.828292e+001
4.986594e+000, 9.999997e-001, 3.631063e-004, 1.540852e+002, 1.000000e+000, 1.834517e+010, 1.177295e-005, 3.120670e-002, 3.122475e-002, 2.260639e-007, 7.789979e-001, 9.502525e+002, 1.840175e-002, 1.661555e-003, 1.098418e-003, 1.315151e-001, 5.699621e-004, 2.924728e-002, 8.859775e-005, 2.567022e-005, 1.564284e-001, 3.818251e-002, 2.738836e-007, 1.212927e-008, 1.303758e-006, 2.569659e-009, 3.863594e-008, 6.227791e-001, 5.594933e-002, 2.831333e+001
4.987625e+000, 9.999997e-001, 3.531295e-004, 1.584385e+002, 1.000000e+000, 1.843114e+010, 1.370098e-005, 3.255780e-002, 3.257880e-002, 2.021171e-007, 7.663457e-001, 9.781491e+002, 1.758606e-002, 1.866239e-003, 1.339602e-003, 1.295465e-001, 6.045962e-004, 3.065614e-002, 8.193341e-005, 2.149133e-005, 1.540917e-001, 4.068285e-002, 2.923039e-007, 1.114417e-008, 1.439620e-006, 2.482246e-009, 4.342333e-008, 6.235211e-001, 5.594933e-002, 2.834374e+001
4.988656e+000, 9.999997e-001, 3.439306e-004, 1.626762e+002, 1.000000e+000, 1.846309e+010, 1.571897e-005, 3.396240e-002, 3.398650e-002, 1.786704e-007, 7.535099e-001, 1.005390e+003, 1.678226e-002, 2.077764e-003, 1.610869e-003, 1.275414e-001, 6.429964e-004, 3.203972e-002, 7.596683e-005, 1.782236e-005, 1.517115e-001, 4.323454e-002, 3.089504e-007, 1.013664e-008, 1.585928e-006, 2.437394e-009, 4.864000e-008, 6.242632e-001, 5.594933e-002, 2.837419e+001
4.989687e+000, 9.999997e-001, 3.354327e-004, 1.667975e+002, 1.000000e+000, 1.844929e+010, 1.780636e-005, 3.541777e-002, 3.544507e-002, 1.561817e-007, 7.404941e-001, 1.031970e+003, 1.599252e-002, 2.295028e-003, 1.910986e-003, 1.255024e-001, 6.858361e-004, 3.339392e-002, 7.061023e-005, 1.465825e-005, 1.492886e-001, 4.583779e-002, 3.236752e-007, 9.147016e-009, 1.743094e-006, 2.426266e-009, 5.429416e-008, 6.250055e-001, 5.594933e-002, 2.840472e+001
4.990719e+000, 9.999997e-001, 3.275691e-004, 1.708016e+002, 1.000000e+000, 1.839670e+010, 1.994254e-005, 3.692083e-002, 3.695141e-002, 1.350379e-007, 7.273056e-001, 1.057883e+003, 1.521902e-002, 2.516939e-003, 2.237847e-003, 1.234336e-001, 7.336459e-004, 3.471454e-002, 6.578893e-005, 1.197794e-005, 1.468242e-001, 4.849206e-002, 3.363880e-007, 8.205123e-009, 1.911474e-006, 2.442188e-009, 6.038674e-008, 6.257481e-001, 5.594933e-002, 2.843536e+001
4.991750e+000, 9.999997e-001, 3.202807e-004, 1.746884e+002, 1.000000e+000, 1.831099e+010, 2.210779e-005, 3.846823e-002, 3.850213e-002, 1.154999e-007, 7.139547e-001, 1.083128e+003, 1.446391e-002, 2.742423e-003, 2.588553e-003, 1.213399e-001, 7.868211e-004, 3.599733e-002, 6.143882e-005, 9.747400e-006, 1.443205e-001, 5.119595e-002, 3.470520e-007, 7.330374e-009, 2.091356e-006, 2.479936e-009, 6.691017e-008, 6.264909e-001, 5.594933e-002, 2.846616e+001
4.992781e+000, 9.999997e-001, 3.135154e-004, 1.784580e+002, 1.000000e+000, 1.819683e+010, 2.428361e-005, 4.005637e-002, 4.009360e-002, 9.774960e-008, 7.004556e-001, 1.107706e+003, 1.372932e-002, 2.970426e-003, 2.959537e-003, 1.192275e-001, 8.456360e-004, 3.723803e-002, 5.750447e-005, 7.923100e-006, 1.417803e-001, 5.394722e-002, 3.556795e-007, 6.533163e-009, 2.282950e-006, 2.535281e-009, 7.384758e-008, 6.272339e-001, 5.594933e-002, 2.849716e+001
4.993812e+000, 9.999997e-001, 3.072270e-004, 1.821107e+002, 1.000000e+000, 1.805802e+010, 2.645301e-005, 4.168144e-002, 4.172200e-002, 8.187274e-008, 6.868254e-001, 1.131618e+003, 1.301728e-002, 3.199916e-003, 3.346712e-003, 1.171032e-001, 9.102627e-004, 3.843250e-002, 5.393689e-005, 6.455562e-006, 1.392069e-001, 5.674280e-002, 3.623268e-007, 5.816813e-009, 2.486387e-006, 2.604669e-009, 8.117225e-008, 6.279771e-001, 5.594933e-002, 2.852840e+001
4.995875e+000, 9.999997e-001, 2.959140e-004, 1.890729e+002, 1.000000e+000, 1.772586e+010, 3.072092e-005, 4.502229e-002, 4.506939e-002, 5.558940e-008, 6.592281e-001, 1.177489e+003, 1.166628e-002, 3.660424e-003, 4.156339e-003, 1.128401e-001, 1.057190e-003, 4.067244e-002, 4.775034e-005, 4.427656e-006, 1.339716e-001, 6.245641e-002, 3.700811e-007, 4.619506e-009, 2.928828e-006, 2.775883e-009, 9.687145e-008, 6.294637e-001, 5.594933e-002, 2.859173e+001
4.997937e+000, 9.999997e-001, 2.860463e-004, 1.955953e+002, 1.000000e+000, 1.731739e+010, 3.480920e-005, 4.843657e-002, 4.848994e-002, 3.626305e-008, 6.313993e-001, 1.220856e+003, 1.042521e-002, 4.115067e-003, 4.976326e-003, 1.086193e-001, 1.227132e-003, 4.269215e-002, 4.259464e-005, 3.206489e-006, 1.286612e-001, 6.828618e-002, 3.712040e-007, 3.687742e-009, 3.415942e-006, 2.970780e-009, 1.135111e-007, 6.309477e-001, 5.594933e-002, 2.865622e+001
5.000000e+000, 9.999997e-001, 2.774042e-004, 2.016888e+002, 1.000000e+000, 1.684946e+010, 3.864175e-005, 5.189558e-002, 5.195482e-002, 2.277419e-008, 6.035595e-001, 1.261776e+003, 9.303426e-003, 4.556518e-003, 5.772721e-003, 1.045006e-001, 1.418953e-003, 4.447280e-002, 3.826821e-005, 2.490930e-006, 1.233195e-001, 7.418513e-002, 3.668298e-007, 2.968251e-009, 3.945335e-006, 3.175698e-009, 1.305829e-007, 6.324251e-001, 5.594933e-002, 2.872192e+001
5.002063e+000, 9.999997e-001, 2.698083e-004, 2.073670e+002, 1.000000e+000, 1.633350e+010, 4.216490e-005, 5.537311e-002, 5.543776e-002, 1.380914e-008, 5.759452e-001, 1.300315e+003, 8.306022e-003, 4.978017e-003, 6.517001e-003, 1.005368e-001, 1.630631e-003, 4.600506e-002, 3.461061e-005, 2.065175e-006, 1.179936e-001, 8.010069e-002, 3.581219e-007, 2.411350e-009, 4.513412e-006, 3.380510e-009, 1.475204e-007, 6.338904e-001, 5.594933e-002, 2.878870e+001
5.004125e+000, 9.999997e-001, 2.631102e-004, 2.126460e+002, 1.000000e+000, 1.577812e+010, 4.534365e-005, 5.884720e-002, 5.891672e-002, 8.106584e-009, 5.487975e-001, 1.336548e+003, 7.433691e-003, 5.373483e-003, 7.188342e-003, 9.677081e-002, 1.859368e-003, 4.728986e-002, 3.149664e-005, 1.793686e-006, 1.127317e-001, 8.597748e-002, 3.461589e-007, 1.977096e-009, 5.115634e-006, 3.578333e-009, 1.637612e-007, 6.353363e-001, 5.594933e-002, 2.885627e+001
5.006188e+000, 9.999997e-001, 2.571859e-004, 2.175443e+002, 1.000000e+000, 1.519031e+010, 4.815834e-005, 6.230100e-002, 6.237484e-002, 4.616352e-009, 5.223492e-001, 1.370552e+003, 6.683037e-003, 5.737675e-003, 7.774282e-003, 9.323340e-002, 2.101655e-003, 4.833783e-002, 2.882835e-005, 1.601047e-006, 1.075807e-001, 9.175998e-002, 3.318883e-007, 1.635261e-009, 5.746831e-006, 3.765175e-009, 1.788066e-007, 6.367547e-001, 5.594933e-002, 2.892417e+001
5.008250e+000, 9.999997e-001, 2.519310e-004, 2.220819e+002, 1.000000e+000, 1.457554e+010, 5.060198e-005, 6.572300e-002, 6.580058e-002, 2.542748e-009, 4.968157e-001, 1.402413e+003, 6.047221e-003, 6.066371e-003, 8.270042e-003, 8.994391e-002, 2.353333e-003, 4.916773e-002, 2.652816e-005, 1.449464e-006, 1.025846e-001, 9.739496e-002, 3.161204e-007, 1.363229e-009, 6.401506e-006, 3.939431e-009, 1.922649e-007, 6.381369e-001, 5.594933e-002, 2.899183e+001
5.012375e+000, 9.999997e-001, 2.430904e-004, 2.301585e+002, 1.000000e+000, 1.331474e+010, 5.440114e-005, 7.247428e-002, 7.255768e-002, 8.137094e-010, 4.489986e-001, 1.460075e+003, 5.090501e-003, 6.609072e-003, 8.996629e-003, 8.412699e-002, 2.870597e-003, 5.025175e-002, 2.280443e-005, 1.214336e-006, 9.316470e-002, 1.080880e-001, 2.825701e-007, 9.712617e-010, 7.765325e-006, 4.251624e-009, 2.136941e-007, 6.407694e-001, 5.594933e-002, 2.912467e+001
5.016500e+000, 9.999997e-001, 2.359449e-004, 2.371288e+002, 1.000000e+000, 1.202064e+010, 5.686347e-005, 7.898507e-002, 7.907225e-002, 2.594342e-010, 4.062959e-001, 1.510766e+003, 4.458818e-003, 6.989774e-003, 9.435230e-003, 7.924116e-002, 3.377607e-003, 5.081735e-002, 1.993623e-005, 1.029041e-006, 8.467897e-002, 1.177873e-001, 2.490960e-007, 7.088132e-010, 9.158048e-006, 4.526300e-009, 2.280547e-007, 6.431831e-001, 5.594933e-002, 2.925000e+001
5.020625e+000, 9.999997e-001, 2.300901e-004, 2.431627e+002, 1.000000e+000, 1.075800e+010, 5.817330e-005, 8.527232e-002, 8.536151e-002, 8.755043e-011, 3.691386e-001, 1.555277e+003, 4.061189e-003, 7.215544e-003, 9.656531e-003, 7.519266e-002, 3.849065e-003, 5.106981e-002, 1.769592e-005, 8.811253e-007, 7.723655e-002, 1.263414e-001, 2.180024e-007, 5.299353e-010, 1.054697e-005, 4.780556e-009, 2.365257e-007, 6.453477e-001, 5.594933e-002, 2.936458e+001
5.024750e+000, 9.999997e-001, 2.252266e-004, 2.484135e+002, 1.000000e+000, 9.573899e+009, 5.854589e-005, 9.135371e-002, 9.144347e-002, 3.308690e-011, 3.374854e-001, 1.594384e+003, 3.819399e-003, 7.305382e-003, 9.724334e-003, 7.186415e-002, 4.269132e-003, 5.116978e-002, 1.592315e-005, 7.627519e-007, 7.085228e-002, 1.337111e-001, 1.904172e-007, 4.058569e-010, 1.190733e-005, 5.027996e-009, 2.408577e-007, 6.472553e-001, 5.594933e-002, 2.946664e+001
5.028875e+000, 9.999997e-001, 2.211333e-004, 2.530117e+002, 1.000000e+000, 8.497697e+009, 5.819279e-005, 9.723915e-002, 9.732837e-002, 1.462775e-011, 3.109606e-001, 1.628808e+003, 3.673797e-003, 7.284168e-003, 9.686971e-003, 6.913870e-002, 4.631496e-003, 5.122481e-002, 1.450264e-005, 6.677435e-007, 6.547072e-002, 1.399438e-001, 1.666570e-007, 3.183367e-010, 1.322176e-005, 5.276800e-009, 2.427280e-007, 6.489167e-001, 5.594933e-002, 2.955576e+001
5.033000e+000, 9.999997e-001, 2.176475e-004, 2.570640e+002, 1.000000e+000, 7.541146e+009, 5.730279e-005, 1.029296e-001, 1.030175e-001, 7.480615e-012, 2.890012e-001, 1.659191e+003, 3.582638e-003, 7.177814e-003, 9.578529e-003, 6.691036e-002, 4.936606e-003, 5.129710e-002, 1.334986e-005, 5.910828e-007, 6.099378e-002, 1.451406e-001, 1.465576e-007, 2.554937e-010, 1.447902e-005, 5.530755e-009, 2.434404e-007, 6.503537e-001, 5.594933e-002, 2.963248e+001
5.041250e+000, 9.999997e-001, 2.120800e-004, 2.638124e+002, 1.000000e+000, 5.999812e+009, 5.438467e-005, 1.138206e-001, 1.139039e-001, 2.809524e-012, 2.567671e-001, 1.709629e+003, 3.480670e-003, 6.782474e-003, 9.220242e-003, 6.366315e-002, 5.385081e-003, 5.158637e-002, 1.162814e-005, 4.780965e-007, 5.438928e-002, 1.528228e-001, 1.157021e-007, 1.760903e-010, 1.680457e-005, 6.067343e-009, 2.440935e-007, 6.526406e-001, 5.594933e-002, 2.975225e+001
5.049500e+000, 9.999997e-001, 2.077283e-004, 2.693390e+002, 1.000000e+000, 4.842614e+009, 5.078856e-005, 1.239040e-001, 1.239819e-001, 1.350606e-012, 2.343748e-001, 1.750729e+003, 3.395152e-003, 6.282737e-003, 8.777865e-003, 6.138815e-002, 5.684958e-003, 5.205665e-002, 1.037058e-005, 3.993816e-007, 4.978139e-002, 1.582050e-001, 9.352580e-008, 1.296226e-010, 1.890149e-005, 6.621187e-009, 2.459818e-007, 6.543980e-001, 5.594933e-002, 2.984232e+001
5.059169e+000, 9.999997e-001, 2.037054e-004, 2.746580e+002, 1.000000e+000, 3.860041e+009, 4.635592e-005, 1.347505e-001, 1.348216e-001, 5.708264e-013, 2.163109e-001, 1.790044e+003, 3.284268e-003, 5.669374e-003, 8.224521e-003, 5.952405e-002, 5.900892e-003, 5.274843e-002, 9.263557e-006, 3.344626e-007, 4.605634e-002, 1.625725e-001, 7.493423e-008, 9.687678e-011, 2.109699e-005, 7.283837e-009, 2.500475e-007, 6.559885e-001, 5.594933e-002, 2.992157e+001
5.068838e+000, 9.999997e-001, 2.004778e-004, 2.790799e+002, 1.000000e+000, 3.153602e+009, 4.210844e-005, 1.446404e-001, 1.447050e-001, 4.384095e-013, 2.033502e-001, 1.822605e+003, 3.160918e-003, 5.091926e-003, 7.682462e-003, 5.816824e-002, 6.022151e-003, 5.348573e-002, 8.398373e-006, 2.878432e-007, 4.338104e-002, 1.657203e-001, 6.143587e-008, 7.636370e-011, 2.306726e-005, 7.949963e-009, 2.554224e-007, 6.572551e-001, 5.594933e-002, 2.998313e+001
5.078507e+000, 9.999997e-001, 1.978278e-004, 2.828183e+002, 1.000000e+000, 2.634684e+009, 3.823415e-005, 1.536960e-001, 1.537546e-001, 8.693446e-014, 1.934146e-001, 1.850105e+003, 3.032285e-003, 4.576042e-003, 7.175613e-003, 5.712384e-002, 6.081215e-003, 5.420330e-002, 7.693917e-006, 2.530765e-007, 4.132891e-002, 1.681400e-001, 5.130096e-008, 6.264206e-011, 2.485860e-005, 8.613588e-009, 2.614637e-007, 6.583057e-001, 5.594933e-002, 3.003322e+001
5.088176e+000, 9.999997e-001, 1.956153e-004, 2.860171e+002, 1.000000e+000, 2.244597e+009, 3.479158e-005, 1.620399e-001, 1.620933e-001, 1.323999e-013, 1.853110e-001, 1.873673e+003, 2.904942e-003, 4.126982e-003, 6.713786e-003, 5.627673e-002, 6.099468e-003, 5.486695e-002, 7.104501e-006, 2.263573e-007, 3.965354e-002, 1.701170e-001, 4.348326e-008, 5.295380e-011, 2.650883e-005, 9.271368e-009, 2.677071e-007, 6.592064e-001, 5.594933e-002, 3.007563e+001
5.107514e+000, 9.999997e-001, 1.922000e-004, 2.910995e+002, 1.000000e+000, 1.712765e+009, 2.919223e-005, 1.769816e-001, 1.770264e-001, 6.452455e-014, 1.725422e-001, 1.911324e+003, 2.668372e-003, 3.415631e-003, 5.934929e-003, 5.497037e-002, 6.062173e-003, 5.598324e-002, 6.184018e-006, 1.888736e-007, 3.700866e-002, 1.732394e-001, 3.253546e-008, 4.052236e-011, 2.947418e-005, 1.055754e-008, 2.798121e-007, 6.606811e-001, 5.594933e-002, 3.014434e+001
5.126852e+000, 9.999997e-001, 1.895614e-004, 2.951515e+002, 1.000000e+000, 1.360778e+009, 2.487759e-005, 1.905598e-001, 1.905980e-001, 3.343110e-014, 1.619075e-001, 1.941570e+003, 2.461811e-003, 2.882315e-003, 5.304908e-003, 5.390662e-002, 5.982419e-003, 5.688463e-002, 5.469727e-006, 1.631276e-007, 3.479622e-002, 1.758441e-001, 2.516214e-008, 3.269649e-011, 3.220375e-005, 1.182997e-008, 2.908063e-007, 6.618988e-001, 5.594933e-002, 3.020099e+001
5.146189e+000, 9.999997e-001, 1.874556e-004, 2.984670e+002, 1.000000e+000, 1.113757e+009, 2.151708e-005, 2.032620e-001, 2.032949e-001, 1.296253e-014, 1.526923e-001, 1.966508e+003, 2.283837e-003, 2.475309e-003, 4.791932e-003, 5.300174e-002, 5.883973e-003, 5.761610e-002, 4.902354e-006, 1.444473e-007, 3.287101e-002, 1.781036e-001, 1.998456e-008, 2.734198e-011, 3.478335e-005, 1.309805e-008, 3.005543e-007, 6.629324e-001, 5.594933e-002, 3.024908e+001
5.165527e+000, 9.999997e-001, 1.857373e-004, 3.012282e+002, 1.000000e+000, 9.332901e+008, 1.885680e-005, 2.153799e-001, 2.154088e-001, 2.054948e-014, 1.445748e-001, 1.987427e+003, 2.130481e-003, 2.158019e-003, 4.369173e-003, 5.221690e-002, 5.778013e-003, 5.821597e-002, 4.444526e-006, 1.303323e-007, 3.116878e-002, 1.800964e-001, 1.622765e-008, 2.344910e-011, 3.726128e-005, 1.436847e-008, 3.091051e-007, 6.638241e-001, 5.594933e-002, 3.029064e+001
5.204203e+000, 9.999997e-001, 1.831869e-004, 3.054220e+002, 1.000000e+000, 6.958239e+008, 1.506659e-005, 2.384666e-001, 2.384897e-001, 5.319058e-015, 1.312299e-001, 2.019545e+003, 1.887818e-003, 1.713142e-003, 3.735652e-003, 5.095339e-002, 5.570187e-003, 5.909897e-002, 3.779002e-006, 1.110301e-007, 2.835783e-002, 1.833780e-001, 1.140412e-008, 1.828504e-011, 4.199142e-005, 1.689723e-008, 3.227001e-007, 6.652588e-001, 5.594933e-002, 3.035751e+001
5.281555e+000, 9.999997e-001, 1.799541e-004, 3.109089e+002, 1.000000e+000, 4.482870e+008, 1.069974e-005, 2.823781e-001, 2.823945e-001, 2.617721e-015, 1.121179e-001, 2.062099e+003, 1.562156e-003, 1.209195e-003, 2.942931e-003, 4.916995e-002, 5.213519e-003, 6.020647e-002, 2.990460e-006, 8.939157e-008, 2.430580e-002, 1.880830e-001, 6.656367e-009, 1.269804e-011, 5.097270e-005, 2.195396e-008, 3.400286e-007, 6.672525e-001, 5.594933e-002, 3.045014e+001
5.358906e+000, 9.999997e-001, 1.777630e-004, 3.147411e+002, 1.000000e+000, 3.148185e+008, 8.092295e-006, 3.241944e-001, 3.242068e-001, 2.844635e-015, 9.790945e-002, 2.092100e+003, 1.333719e-003, 9.117873e-004, 2.422856e-003, 4.784880e-002, 4.904442e-003, 6.096363e-002, 2.514246e-006, 7.653652e-008, 2.127460e-002, 1.915872e-001, 4.288404e-009, 9.476598e-012, 5.958810e-005, 2.714061e-008, 3.498608e-007, 6.686904e-001, 5.594933e-002, 3.051701e+001
5.513609e+000, 9.999997e-001, 1.751894e-004, 3.193648e+002, 1.000000e+000, 1.885273e+008, 5.425722e-006, 4.023129e-001, 4.023212e-001, 1.058052e-015, 7.976634e-002, 2.128636e+003, 1.057923e-003, 6.099305e-004, 1.835433e-003, 4.616651e-002, 4.454410e-003, 6.185856e-002, 2.038682e-006, 6.337890e-008, 1.738195e-002, 1.960683e-001, 2.284674e-009, 6.221661e-012, 7.563997e-005, 3.716625e-008, 3.546047e-007, 6.704888e-001, 5.594933e-002, 3.060041e+001
5.668312e+000, 9.999997e-001, 1.735427e-004, 3.223951e+002, 1.000000e+000, 1.240925e+008, 3.970777e-006, 4.743771e-001, 4.743831e-001, 1.141555e-015, 6.743377e-002, 2.152737e+003, 8.794047e-004, 4.459526e-004, 1.478446e-003, 4.502082e-002, 4.108950e-003, 6.244498e-002, 1.797773e-006, 5.633416e-008, 1.472244e-002, 1.991201e-001, 1.398584e-009, 4.462559e-012, 9.054840e-005, 4.681997e-008, 3.495370e-007, 6.716861e-001, 5.594933e-002, 3.065600e+001
5.823016e+000, 9.999997e-001, 1.724179e-004, 3.244985e+002, 1.000000e+000, 8.638776e+007, 3.094383e-006, 5.413155e-001, 5.413202e-001, -4.322897e-016, 5.867784e-002, 2.169538e+003, 7.569186e-004, 3.473650e-004, 1.244486e-003, 4.420617e-002, 3.841595e-003, 6.285413e-002, 1.668303e-006, 5.233389e-008, 1.282777e-002, 2.012901e-001, 9.465403e-010, 3.413799e-012, 1.044283e-004, 5.580119e-008, 3.397173e-007, 6.725249e-001, 5.594933e-002, 3.069500e+001
5.977719e+000, 9.999997e-001, 1.716172e-004, 3.260123e+002, 1.000000e+000, 6.230776e+007, 2.530293e-006, 6.040338e-001, 6.040377e-001, 4.340536e-016, 5.228143e-002, 2.181668e+003, 6.696304e-004, 2.839616e-004, 1.083381e-003, 4.361020e-002, 3.633103e-003, 6.315079e-002, 1.596341e-006, 5.001105e-008, 1.144035e-002, 2.028771e-001, 6.919629e-010, 2.747068e-012, 1.174276e-004, 6.403230e-008, 3.283448e-007, 6.731320e-001, 5.594933e-002, 3.072329e+001
6.132422e+000, 9.999997e-001, 1.710320e-004, 3.271278e+002, 1.000000e+000, 4.599269e+007, 2.149964e-006, 6.633468e-001, 6.633501e-001, 8.262813e-016, 4.751833e-002, 2.190627e+003, 6.058321e-004, 2.412282e-004, 9.686749e-004, 4.316563e-002, 3.469766e-003, 6.337114e-002, 1.555650e-006, 4.866055e-008, 1.040540e-002, 2.040600e-001, 5.378693e-010, 2.303380e-012, 1.296950e-004, 7.156742e-008, 3.171980e-007, 6.735806e-001, 5.594933e-002, 3.074425e+001
6.287125e+000, 9.999997e-001, 1.705965e-004, 3.279630e+002, 1.000000e+000, 3.447972e+007, 1.884738e-006, 7.199477e-001, 7.199506e-001, -2.356508e-016, 4.392483e-002, 2.197346e+003, 5.583870e-004, 2.114316e-004, 8.850798e-004, 4.282942e-002, 3.341526e-003, 6.353738e-002, 1.532502e-006, 4.788613e-008, 9.623581e-003, 2.049530e-001, 4.393650e-010, 1.997841e-012, 1.413649e-004, 7.851781e-008, 3.071344e-007, 6.739168e-001, 5.594933e-002, 3.076001e+001
6.441828e+000, 9.999997e-001, 1.702684e-004, 3.285950e+002, 1.000000e+000, 2.612320e+007, 1.695084e-006, 7.744059e-001, 7.744085e-001, 9.926178e-016, 4.118937e-002, 2.202437e+003, 5.226754e-004, 1.901258e-004, 8.231384e-004, 4.257260e-002, 3.240788e-003, 6.366409e-002, 1.519368e-006, 4.745450e-008, 9.027858e-003, 2.056332e-001, 3.736851e-010, 1.781835e-012, 1.525524e-004, 8.500553e-008, 2.984707e-007, 6.741710e-001, 5.594933e-002, 3.077199e+001
