Distance_Run#12_(cm), Pressure_Run#12_(atm), Mass_density_Run#12_(g/cm3), Axial_velocity_Run#12_(cm/sec), Cross-section_area_Run#12_(cm2), Net_heat_production_from_gas-phase_reactions_Run#12_(erg/cm3-sec), EINO_Run#12_(g-NO/kg-fuel), EINO2_Run#12_(g-NO2/kg-fuel), EINOX_Run#12_(g-NOx/kg-fuel), EICO_Run#12_(g-CO/kg-fuel), Unburned_fuel_fraction_Run#12_(), Temperature_Run#12_(K), Mole_fraction_H2_Run#12_(), Mole_fraction_H_Run#12_(), Mole_fraction_O_Run#12_(), Mole_fraction_O2_Run#12_(), Mole_fraction_OH_Run#12_(), Mole_fraction_H2O_Run#12_(), Mole_fraction_HO2_Run#12_(), Mole_fraction_H2O2_Run#12_(), Mole_fraction_CO_Run#12_(), Mole_fraction_CO2_Run#12_(), Mole_fraction_HCO_Run#12_(), Mole_fraction_CH2O_Run#12_(), Mole_fraction_N_Run#12_(), Mole_fraction_NH_Run#12_(), Mole_fraction_NNH_Run#12_(), Mole_fraction_NO_Run#12_(), Mole_fraction_N2O_Run#12_(), Mole_fraction_N2_Run#12_(), Flow_rate_Run#12_(g/cm2-sec), Molecular_weight_Run#12_(g/mole)
4.974734e+000, 9.999997e-001, 9.255201e-004, 1.395034e+002, 1.000000e+000, 1.881638e+009, 9.167065e-010, 8.548965e-004, 8.548979e-004, 2.689458e-005, 9.918715e-001, 3.461027e+002, 8.474329e-002, 6.384716e-006, 1.962849e-006, 1.190435e-001, 8.848786e-006, 1.595191e-003, 2.124439e-004, 7.422535e-005, 3.411233e-001, 1.002708e-003, 5.811769e-009, 1.382467e-008, 1.689828e-012, 1.291633e-013, 2.517654e-015, 2.270845e-009, 1.518587e-011, 4.521882e-001, 1.291132e-001, 2.628506e+001
4.974992e+000, 9.999997e-001, 9.137609e-004, 1.412987e+002, 1.000000e+000, 2.438910e+009, 1.322039e-009, 9.177217e-004, 9.177237e-004, 2.779546e-005, 9.912999e-001, 3.507337e+002, 8.424548e-002, 8.544286e-006, 2.310662e-006, 1.189513e-001, 1.185685e-005, 1.756736e-003, 2.316841e-004, 7.919919e-005, 3.411342e-001, 1.145173e-003, 7.800419e-009, 1.588918e-008, 1.884538e-012, 1.639832e-013, 3.888165e-015, 2.610477e-009, 1.747263e-011, 4.524335e-001, 1.291132e-001, 2.629833e+001
4.975250e+000, 9.999997e-001, 9.013179e-004, 1.432493e+002, 1.000000e+000, 3.132109e+009, 1.899397e-009, 9.841663e-004, 9.841692e-004, 2.868131e-005, 9.906734e-001, 3.557525e+002, 8.375671e-002, 1.133915e-005, 2.726324e-006, 1.188407e-001, 1.574208e-005, 1.933557e-003, 2.512040e-004, 8.416949e-005, 3.411225e-001, 1.306478e-003, 1.037914e-008, 1.825671e-008, 2.101551e-012, 2.061659e-013, 5.991436e-015, 3.002563e-009, 2.010357e-011, 4.526748e-001, 1.291132e-001, 2.631141e+001
4.975508e+000, 9.999997e-001, 8.882207e-004, 1.453616e+002, 1.000000e+000, 3.983217e+009, 2.722453e-009, 1.054034e-003, 1.054038e-003, 2.955030e-005, 9.899882e-001, 3.611749e+002, 8.327811e-002, 1.492388e-005, 3.221910e-006, 1.187104e-001, 2.069783e-005, 2.126503e-003, 2.705965e-004, 8.907241e-005, 3.410866e-001, 1.488261e-003, 1.369054e-008, 2.096291e-008, 2.343835e-012, 2.569150e-013, 9.223096e-015, 3.453659e-009, 2.312338e-011, 4.529116e-001, 1.291132e-001, 2.632428e+001
4.975766e+000, 9.999997e-001, 8.745102e-004, 1.476406e+002, 1.000000e+000, 5.013365e+009, 3.894745e-009, 1.127066e-003, 1.127072e-003, 3.040188e-005, 9.892406e-001, 3.670135e+002, 8.281061e-002, 1.947883e-005, 3.810912e-006, 1.185595e-001, 2.693524e-005, 2.336348e-003, 2.894009e-004, 9.384348e-005, 3.410247e-001, 1.692106e-003, 1.789940e-008, 2.404535e-008, 2.614908e-012, 3.174621e-013, 1.418657e-014, 3.970600e-009, 2.658104e-011, 4.531432e-001, 1.291132e-001, 2.633692e+001
4.976281e+000, 9.999997e-001, 8.455174e-004, 1.527032e+002, 1.000000e+000, 7.631638e+009, 7.803492e-009, 1.279642e-003, 1.279654e-003, 3.204362e-005, 9.875510e-001, 3.799522e+002, 8.191023e-002, 3.209806e-005, 5.311324e-006, 1.181942e-001, 4.388933e-005, 2.808069e-003, 3.237596e-004, 1.028026e-004, 3.408197e-001, 2.169596e-003, 2.954533e-008, 3.144201e-008, 3.253187e-012, 4.693626e-013, 3.291863e-014, 5.220951e-009, 3.495220e-011, 4.535903e-001, 1.291132e-001, 2.636147e+001
4.976797e+000, 9.999997e-001, 8.149808e-004, 1.584248e+002, 1.000000e+000, 1.110670e+010, 1.538302e-008, 1.438767e-003, 1.438790e-003, 3.363041e-005, 9.855963e-001, 3.945415e+002, 8.105402e-002, 5.127484e-005, 7.354937e-006, 1.177440e-001, 6.827390e-005, 3.350272e-003, 3.505688e-004, 1.106382e-004, 3.405048e-001, 2.743354e-003, 4.709744e-008, 4.067075e-008, 4.055332e-012, 6.684791e-013, 7.514879e-014, 6.797969e-009, 4.558257e-011, 4.540153e-001, 1.291132e-001, 2.638507e+001
4.977312e+000, 9.999997e-001, 7.835182e-004, 1.647865e+002, 1.000000e+000, 1.540592e+010, 2.964083e-008, 1.602066e-003, 1.602112e-003, 3.519971e-005, 9.833690e-001, 4.107369e+002, 8.023973e-002, 7.928709e-005, 1.007541e-005, 1.172077e-001, 1.012215e-004, 3.964344e-003, 3.671718e-004, 1.171080e-004, 3.400774e-001, 3.417727e-003, 7.237412e-008, 5.198438e-008, 5.077924e-012, 9.207766e-013, 1.673350e-013, 8.747526e-009, 5.895662e-011, 4.544182e-001, 1.291132e-001, 2.640772e+001
4.978344e+000, 9.999997e-001, 7.203472e-004, 1.792375e+002, 1.000000e+000, 2.538273e+010, 9.839397e-008, 1.926784e-003, 1.926935e-003, 3.833334e-005, 9.781289e-001, 4.474828e+002, 7.871105e-002, 1.689428e-004, 1.790536e-005, 1.158886e-001, 1.928517e-004, 5.400005e-003, 3.665764e-004, 1.257422e-004, 3.389037e-001, 5.059868e-003, 1.503945e-007, 8.127677e-008, 8.019173e-012, 1.607132e-012, 7.316820e-013, 1.385784e-008, 9.536658e-011, 4.551646e-001, 1.291132e-001, 2.645065e+001
4.978859e+000, 9.999997e-001, 6.900709e-004, 1.871013e+002, 1.000000e+000, 3.078735e+010, 1.711709e-007, 2.093108e-003, 2.093370e-003, 4.005410e-005, 9.751967e-001, 4.674794e+002, 7.796827e-002, 2.373873e-004, 2.332019e-005, 1.151245e-001, 2.486247e-004, 6.210150e-003, 3.542408e-004, 1.282541e-004, 3.381917e-001, 5.997578e-003, 2.072146e-007, 9.916642e-008, 1.031349e-011, 2.089541e-012, 1.444643e-012, 1.708562e-008, 1.197890e-010, 4.555157e-001, 1.291132e-001, 2.647124e+001
4.979375e+000, 9.999997e-001, 6.610207e-004, 1.953240e+002, 1.000000e+000, 3.599791e+010, 2.861697e-007, 2.265374e-003, 2.265813e-003, 4.189836e-005, 9.720724e-001, 4.883949e+002, 7.723245e-002, 3.237424e-004, 2.990418e-005, 1.142936e-001, 3.084249e-004, 7.081121e-003, 3.357976e-004, 1.295519e-004, 3.374036e-001, 7.007893e-003, 2.761949e-007, 1.192239e-007, 1.341331e-011, 2.706458e-012, 2.721500e-012, 2.083690e-008, 1.495352e-010, 4.558535e-001, 1.291132e-001, 2.649136e+001
4.979891e+000, 9.999997e-001, 6.334705e-004, 2.038188e+002, 1.000000e+000, 4.079250e+010, 4.599508e-007, 2.446528e-003, 2.447233e-003, 4.386866e-005, 9.687909e-001, 5.100155e+002, 7.649456e-002, 4.295689e-004, 3.780670e-005, 1.134041e-001, 3.692314e-004, 8.008648e-003, 3.138423e-004, 1.297109e-004, 3.365538e-001, 8.077617e-003, 3.570755e-007, 1.411097e-007, 1.762722e-011, 3.514209e-012, 4.891792e-012, 2.516605e-008, 1.855302e-010, 4.561806e-001, 1.291132e-001, 2.651111e+001
4.980406e+000, 9.999997e-001, 6.075757e-004, 2.125055e+002, 1.000000e+000, 4.503832e+010, 7.115038e-007, 2.640067e-003, 2.641158e-003, 4.595355e-005, 9.653874e-001, 5.321423e+002, 7.574720e-002, 5.558754e-004, 4.722717e-005, 1.124651e-001, 4.283221e-004, 8.988361e-003, 2.905502e-004, 1.287980e-004, 3.356559e-001, 9.193271e-003, 4.491051e-007, 1.643308e-007, 2.336893e-011, 4.593263e-012, 8.398566e-012, 3.014055e-008, 2.288324e-010, 4.564988e-001, 1.291132e-001, 2.653055e+001
4.980922e+000, 9.999997e-001, 5.833952e-004, 2.213134e+002, 1.000000e+000, 4.868137e+010, 1.061347e-006, 2.849581e-003, 2.851208e-003, 4.812846e-005, 9.618950e-001, 5.545991e+002, 7.498477e-002, 7.031557e-004, 5.843832e-005, 1.114847e-001, 4.835610e-004, 1.001587e-002, 2.674793e-004, 1.268811e-004, 3.347224e-001, 1.034217e-002, 5.511391e-007, 1.882654e-007, 3.118296e-011, 6.052986e-012, 1.380214e-011, 3.584085e-008, 2.806500e-010, 4.568098e-001, 1.291132e-001, 2.654973e+001
4.981437e+000, 9.999997e-001, 5.609169e-004, 2.301824e+002, 1.000000e+000, 5.172503e+010, 1.530464e-006, 3.078470e-003, 3.080816e-003, 5.035756e-005, 9.583429e-001, 5.772352e+002, 7.420338e-002, 8.714713e-004, 7.180622e-005, 1.104708e-001, 5.335121e-004, 1.108681e-002, 2.455921e-004, 1.240369e-004, 3.337641e-001, 1.151311e-002, 6.617988e-007, 2.122003e-007, 4.177658e-011, 8.040123e-012, 2.177351e-011, 4.235926e-008, 3.423632e-010, 4.571145e-001, 1.291132e-001, 2.656865e+001
4.981953e+000, 9.999997e-001, 5.400808e-004, 2.390627e+002, 1.000000e+000, 5.420823e+010, 2.139251e-006, 3.329846e-003, 3.333126e-003, 5.259614e-005, 9.547555e-001, 5.999256e+002, 7.340066e-002, 1.060553e-003, 8.780528e-005, 1.094298e-001, 5.774073e-004, 1.219689e-002, 2.253841e-004, 1.203546e-004, 3.327897e-001, 1.269675e-002, 7.796102e-007, 2.353772e-007, 5.605076e-011, 1.074458e-011, 3.307876e-011, 4.979892e-008, 4.155430e-010, 4.574137e-001, 1.291132e-001, 2.658730e+001
4.982469e+000, 9.999997e-001, 5.207972e-004, 2.479145e+002, 1.000000e+000, 5.618841e+010, 2.906606e-006, 3.606544e-003, 3.611000e-003, 5.479327e-005, 9.511518e-001, 6.225690e+002, 7.257545e-002, 1.269901e-003, 1.070278e-004, 1.083671e-001, 6.150343e-004, 1.334196e-002, 2.070334e-004, 1.159360e-004, 3.318058e-001, 1.388570e-002, 9.031050e-007, 2.570396e-007, 7.513670e-011, 1.441035e-011, 4.855742e-011, 5.827322e-008, 5.019756e-010, 4.577078e-001, 1.291132e-001, 2.660567e+001
4.982984e+000, 9.999997e-001, 5.029613e-004, 2.567060e+002, 1.000000e+000, 5.773001e+010, 3.849230e-006, 3.911183e-003, 3.917085e-003, 5.689452e-005, 9.475465e-001, 6.450845e+002, 7.172747e-002, 1.498873e-003, 1.301881e-004, 1.072868e-001, 6.465974e-004, 1.451809e-002, 1.905265e-004, 1.108917e-004, 3.308174e-001, 1.507442e-002, 1.030882e-006, 2.764770e-007, 1.004324e-010, 1.934737e-011, 6.909790e-011, 6.790590e-008, 6.036870e-010, 4.579973e-001, 1.291132e-001, 2.662375e+001
4.983500e+000, 9.999997e-001, 4.864620e-004, 2.654127e+002, 1.000000e+000, 5.889742e+010, 4.981313e-006, 4.246243e-003, 4.253880e-003, 5.884470e-005, 9.439494e-001, 6.674088e+002, 7.085710e-002, 1.746747e-003, 1.581220e-004, 1.061918e-001, 6.725871e-004, 1.572165e-002, 1.757471e-004, 1.053375e-004, 3.298279e-001, 1.625909e-002, 1.161618e-006, 2.930620e-007, 1.336363e-010, 2.594332e-011, 9.561595e-011, 7.883148e-008, 7.229679e-010, 4.582824e-001, 1.291132e-001, 2.664151e+001
4.984531e+000, 9.999997e-001, 4.570015e-004, 2.825225e+002, 1.000000e+000, 6.033556e+010, 7.857841e-006, 5.007254e-003, 5.019302e-003, 6.216705e-005, 9.367960e-001, 7.113536e+002, 6.905252e-002, 2.296692e-003, 2.310336e-004, 1.039631e-001, 7.100113e-004, 1.820110e-002, 1.508140e-004, 9.305951e-005, 3.278503e-001, 1.861009e-002, 1.427771e-006, 3.162618e-007, 2.296341e-010, 4.550045e-011, 1.703007e-010, 1.049594e-007, 1.021276e-009, 4.588394e-001, 1.291132e-001, 2.667603e+001
4.985562e+000, 9.999997e-001, 4.315983e-004, 2.991513e+002, 1.000000e+000, 6.088152e+010, 1.158706e-005, 5.896105e-003, 5.913870e-003, 6.431478e-005, 9.297057e-001, 7.541584e+002, 6.717424e-002, 2.912853e-003, 3.339264e-004, 1.016901e-001, 7.337183e-004, 2.075131e-002, 1.307389e-004, 8.015238e-005, 3.258768e-001, 2.093393e-002, 1.692422e-006, 3.249600e-007, 3.823450e-010, 7.769883e-011, 2.796412e-010, 1.376263e-007, 1.414865e-009, 4.593800e-001, 1.291132e-001, 2.670917e+001
4.986594e+000, 9.999997e-001, 4.095460e-004, 3.152593e+002, 1.000000e+000, 6.084581e+010, 1.617751e-005, 6.928205e-003, 6.953008e-003, 6.506398e-005, 9.226593e-001, 7.957105e+002, 6.523288e-002, 3.590026e-003, 4.756597e-004, 9.936802e-002, 7.493178e-004, 2.335664e-002, 1.144504e-004, 6.735287e-005, 3.238998e-001, 2.323850e-002, 1.948810e-006, 3.195167e-007, 6.156479e-010, 1.282704e-010, 4.300737e-010, 1.781395e-007, 1.928723e-009, 4.599049e-001, 1.291132e-001, 2.674089e+001
4.987625e+000, 9.999997e-001, 3.902637e-004, 3.308357e+002, 1.000000e+000, 6.044328e+010, 2.159803e-005, 8.117481e-003, 8.150595e-003, 6.433239e-005, 9.156207e-001, 8.359712e+002, 6.323877e-002, 4.323529e-003, 6.651181e-004, 9.698596e-002, 7.618530e-004, 2.600599e-002, 1.010675e-004, 5.524977e-005, 3.219061e-001, 2.553850e-002, 2.191241e-006, 3.022368e-007, 9.578860e-010, 2.039964e-010, 6.271403e-010, 2.279713e-007, 2.592248e-009, 4.604152e-001, 1.291132e-001, 2.677119e+001
4.988656e+000, 9.999997e-001, 3.732824e-004, 3.458861e+002, 1.000000e+000, 5.981611e+010, 2.778500e-005, 9.475947e-003, 9.518547e-003, 6.217988e-005, 9.085465e-001, 8.749449e+002, 6.120175e-002, 5.109080e-003, 9.103521e-004, 9.453065e-002, 7.754868e-004, 2.869129e-002, 8.991899e-005, 4.426863e-005, 3.198801e-001, 2.785185e-002, 2.415057e-006, 2.765949e-007, 1.440512e-009, 3.122022e-010, 8.753750e-010, 2.887452e-007, 3.438862e-009, 4.609122e-001, 1.291132e-001, 2.680009e+001
4.989687e+000, 9.999997e-001, 3.582253e-004, 3.604246e+002, 1.000000e+000, 5.905424e+010, 3.464981e-005, 1.101305e-002, 1.106617e-002, 5.878311e-005, 9.013920e-001, 9.126590e+002, 5.913136e-002, 5.942586e-003, 1.217735e-003, 9.198905e-002, 7.934859e-004, 3.140585e-002, 8.050425e-005, 3.467310e-005, 3.178066e-001, 3.019722e-002, 2.616676e-006, 2.463635e-007, 2.096098e-009, 4.600835e-010, 1.178265e-009, 3.622078e-007, 4.504976e-009, 4.613977e-001, 1.291132e-001, 2.682766e+001
4.990719e+000, 9.999997e-001, 3.447903e-004, 3.744688e+002, 1.000000e+000, 5.821128e+010, 4.208631e-005, 1.273492e-002, 1.279944e-002, 5.439592e-005, 8.941162e-001, 9.491523e+002, 5.703729e-002, 6.819943e-003, 1.591239e-003, 8.935056e-002, 8.182965e-004, 3.414290e-002, 7.245144e-005, 2.657897e-005, 3.156713e-001, 3.259227e-002, 2.793687e-006, 2.148918e-007, 2.955997e-009, 6.539941e-010, 1.538248e-009, 4.501839e-007, 5.828179e-009, 4.618737e-001, 1.291132e-001, 2.685400e+001
4.991750e+000, 9.999997e-001, 3.327341e-004, 3.880372e+002, 1.000000e+000, 5.731637e+010, 4.997787e-005, 1.464373e-002, 1.472035e-002, 4.930839e-005, 8.866838e-001, 9.844673e+002, 5.492968e-002, 7.736881e-003, 2.031894e-003, 8.660865e-002, 8.516382e-004, 3.689438e-002, 6.548312e-005, 1.997790e-005, 3.134626e-001, 3.505259e-002, 2.944879e-006, 1.846836e-007, 4.048014e-009, 8.988267e-010, 1.956741e-009, 5.545180e-007, 7.444659e-009, 4.623425e-001, 1.291132e-001, 2.687922e+001
