Distance_Run#14_(cm), Pressure_Run#14_(atm), Mass_density_Run#14_(g/cm3), Axial_velocity_Run#14_(cm/sec), Cross-section_area_Run#14_(cm2), Net_heat_production_from_gas-phase_reactions_Run#14_(erg/cm3-sec), EINO_Run#14_(g-NO/kg-fuel), EINO2_Run#14_(g-NO2/kg-fuel), EINOX_Run#14_(g-NOx/kg-fuel), EICO_Run#14_(g-CO/kg-fuel), Unburned_fuel_fraction_Run#14_(), Temperature_Run#14_(K), Mole_fraction_H2_Run#14_(), Mole_fraction_H_Run#14_(), Mole_fraction_O_Run#14_(), Mole_fraction_O2_Run#14_(), Mole_fraction_OH_Run#14_(), Mole_fraction_H2O_Run#14_(), Mole_fraction_HO2_Run#14_(), Mole_fraction_H2O2_Run#14_(), Mole_fraction_CO_Run#14_(), Mole_fraction_CO2_Run#14_(), Mole_fraction_HCO_Run#14_(), Mole_fraction_CH2O_Run#14_(), Mole_fraction_N_Run#14_(), Mole_fraction_NH_Run#14_(), Mole_fraction_NNH_Run#14_(), Mole_fraction_NO_Run#14_(), Mole_fraction_N2O_Run#14_(), Mole_fraction_N2_Run#14_(), Flow_rate_Run#14_(g/cm2-sec), Molecular_weight_Run#14_(g/mole)
4.972156e+000, 9.999997e-001, 1.019623e-003, 1.299497e+002, 1.000000e+000, 3.443401e+007, 6.244952e-012, 2.382349e-004, 2.382349e-004, 2.048181e-005, 9.966588e-001, 3.095508e+002, 9.867473e-002, 7.051314e-008, 2.963290e-007, 1.137469e-001, 9.309391e-008, 3.751842e-004, 4.841000e-005, 2.249819e-005, 3.585078e-001, 1.478608e-004, 6.899049e-011, 2.421012e-009, 3.121721e-013, 2.022798e-015, 7.387566e-018, 2.725749e-010, 1.470127e-012, 4.284761e-001, 1.324997e-001, 2.589940e+001
4.973187e+000, 9.999997e-001, 1.003107e-003, 1.320893e+002, 1.000000e+000, 1.061625e+008, 2.424549e-011, 3.123367e-004, 3.123368e-004, 2.482201e-005, 9.959801e-001, 3.152872e+002, 9.666886e-002, 2.631090e-007, 4.640358e-007, 1.138721e-001, 3.302412e-007, 5.448841e-004, 7.423896e-005, 3.212337e-005, 3.591462e-001, 2.441435e-004, 2.597147e-010, 4.024106e-009, 4.850066e-013, 5.969889e-015, 3.457842e-017, 4.308296e-010, 2.442440e-012, 4.294164e-001, 1.324997e-001, 2.595206e+001
4.973703e+000, 9.999997e-001, 9.922121e-004, 1.335397e+002, 1.000000e+000, 1.988745e+008, 5.050607e-011, 3.604107e-004, 3.604108e-004, 2.725542e-005, 9.955474e-001, 3.190864e+002, 9.562370e-002, 5.400322e-007, 5.977976e-007, 1.139090e-001, 6.682051e-007, 6.608057e-004, 9.242304e-005, 3.828780e-005, 3.594493e-001, 3.174647e-004, 5.354233e-010, 5.256430e-009, 6.066523e-013, 1.073901e-014, 7.986838e-017, 5.512358e-010, 3.190046e-012, 4.299071e-001, 1.324997e-001, 2.597951e+001
4.974219e+000, 9.999997e-001, 9.791606e-004, 1.353197e+002, 1.000000e+000, 3.619718e+008, 1.074173e-010, 4.170125e-004, 4.170127e-004, 2.982972e-005, 9.950302e-001, 3.236870e+002, 9.456202e-002, 1.054907e-006, 7.825429e-007, 1.139189e-001, 1.308903e-006, 8.042778e-004, 1.150988e-004, 4.550233e-005, 3.597288e-001, 4.156838e-004, 1.052326e-009, 6.920910e-009, 7.602179e-013, 1.963087e-014, 1.897995e-016, 7.126535e-010, 4.201091e-012, 4.304066e-001, 1.324997e-001, 2.600742e+001
4.974734e+000, 9.999997e-001, 9.637150e-004, 1.374885e+002, 1.000000e+000, 6.461473e+008, 2.172152e-010, 4.828740e-004, 4.828744e-004, 3.248787e-005, 9.944093e-001, 3.292306e+002, 9.349376e-002, 2.003611e-006, 1.040837e-006, 1.138935e-001, 2.508326e-006, 9.808945e-004, 1.426905e-004, 5.374932e-005, 3.599732e-001, 5.461813e-004, 2.011863e-009, 9.156013e-009, 9.517199e-013, 3.397858e-014, 4.322272e-016, 9.293176e-010, 5.559728e-012, 4.309104e-001, 1.324997e-001, 2.603556e+001
4.975250e+000, 9.999997e-001, 9.456862e-004, 1.401096e+002, 1.000000e+000, 1.129378e+009, 4.464336e-010, 5.586006e-004, 5.586013e-004, 3.516922e-005, 9.936621e-001, 3.358693e+002, 9.243002e-002, 3.711853e-006, 1.405559e-006, 1.138238e-001, 4.697124e-006, 1.196904e-003, 1.751910e-004, 6.290364e-005, 3.601698e-001, 7.178252e-004, 3.752209e-009, 1.213668e-008, 1.191175e-012, 5.854166e-014, 1.008151e-015, 1.220052e-009, 7.375977e-012, 4.314137e-001, 1.324997e-001, 2.606366e+001
4.975508e+000, 9.999997e-001, 9.356290e-004, 1.416157e+002, 1.000000e+000, 1.491076e+009, 6.437932e-010, 6.009407e-004, 6.009417e-004, 3.650882e-005, 9.932312e-001, 3.396611e+002, 9.190432e-002, 5.048200e-006, 1.645684e-006, 1.137686e-001, 6.420514e-006, 1.322359e-003, 1.930246e-004, 6.772780e-005, 3.602446e-001, 8.230578e-004, 5.117844e-009, 1.399047e-008, 1.332794e-012, 7.623858e-014, 1.553494e-015, 1.402501e-009, 8.508494e-012, 4.316631e-001, 1.324997e-001, 2.607760e+001
4.975766e+000, 9.999997e-001, 9.248492e-004, 1.432663e+002, 1.000000e+000, 1.951186e+009, 9.247898e-010, 6.462514e-004, 6.462529e-004, 3.783903e-005, 9.927562e-001, 3.438019e+002, 9.138540e-002, 6.802283e-006, 1.933544e-006, 1.136976e-001, 8.701870e-006, 1.460941e-003, 2.117627e-004, 7.267745e-005, 3.603006e-001, 9.437231e-004, 6.918683e-009, 1.613933e-008, 1.491297e-012, 9.842094e-014, 2.389410e-015, 1.614944e-009, 9.824257e-012, 4.319098e-001, 1.324997e-001, 2.609140e+001
4.976023e+000, 9.999997e-001, 9.133516e-004, 1.450698e+002, 1.000000e+000, 2.530630e+009, 1.325670e-009, 6.944688e-004, 6.944709e-004, 3.915337e-005, 9.922331e-001, 3.483117e+002, 9.087483e-002, 9.088045e-006, 2.278314e-006, 1.136095e-001, 1.168880e-005, 1.613611e-003, 2.311287e-004, 7.769766e-005, 3.603355e-001, 1.081504e-003, 9.272336e-009, 1.862315e-008, 1.668771e-012, 1.260234e-013, 3.674439e-015, 1.861730e-009, 1.134957e-011, 4.321531e-001, 1.324997e-001, 2.610502e+001
4.976281e+000, 9.999997e-001, 9.011514e-004, 1.470338e+002, 1.000000e+000, 3.251868e+009, 1.898656e-009, 7.454842e-004, 7.454871e-004, 4.044695e-005, 9.916580e-001, 3.532088e+002, 9.037405e-002, 1.204215e-005, 2.690549e-006, 1.135030e-001, 1.555314e-005, 1.781307e-003, 2.507725e-004, 8.272685e-005, 3.603475e-001, 1.238114e-003, 1.232114e-008, 2.148528e-008, 1.867632e-012, 1.600485e-013, 5.655218e-015, 2.147582e-009, 1.311374e-011, 4.323922e-001, 1.324997e-001, 2.611845e+001
4.976539e+000, 9.999997e-001, 8.882758e-004, 1.491651e+002, 1.000000e+000, 4.137898e+009, 2.707700e-009, 7.991416e-004, 7.991457e-004, 4.171665e-005, 9.910270e-001, 3.585096e+002, 8.988437e-002, 1.582628e-005, 3.182200e-006, 1.133770e-001, 2.048899e-005, 1.964920e-003, 2.702756e-004, 8.769931e-005, 3.603344e-001, 1.415265e-003, 1.623256e-008, 2.477230e-008, 2.090135e-012, 2.009781e-013, 8.679443e-015, 2.477555e-009, 1.514867e-011, 4.326265e-001, 1.324997e-001, 2.613164e+001
4.976797e+000, 9.999997e-001, 8.747637e-004, 1.514692e+002, 1.000000e+000, 5.210792e+009, 3.857268e-009, 8.552396e-004, 8.552455e-004, 4.296155e-005, 9.903364e-001, 3.642275e+002, 8.940686e-002, 2.062886e-005, 3.766577e-006, 1.132304e-001, 2.670802e-005, 2.165273e-003, 2.891648e-004, 9.254830e-005, 3.602946e-001, 1.614614e-003, 2.120010e-008, 2.853363e-008, 2.339838e-012, 2.501058e-013, 1.332254e-014, 2.856955e-009, 1.749037e-011, 4.328554e-001, 1.324997e-001, 2.614457e+001
4.977312e+000, 9.999997e-001, 8.460951e-004, 1.566015e+002, 1.000000e+000, 7.939337e+009, 7.670714e-009, 9.723987e-004, 9.724104e-004, 4.536226e-005, 9.887686e-001, 3.769297e+002, 8.848996e-002, 3.391422e-005, 5.254889e-006, 1.128736e-001, 4.363032e-005, 2.617695e-003, 3.235767e-004, 1.016808e-004, 3.601310e-001, 2.083760e-003, 3.493437e-008, 3.761661e-008, 2.930032e-012, 3.739525e-013, 3.082138e-014, 3.778931e-009, 2.319892e-011, 4.332959e-001, 1.324997e-001, 2.616963e+001
4.977828e+000, 9.999997e-001, 8.157894e-004, 1.624191e+002, 1.000000e+000, 1.155961e+010, 1.502947e-008, 1.094632e-003, 1.094655e-003, 4.768677e-005, 9.869463e-001, 3.912905e+002, 8.762203e-002, 5.406186e-005, 7.278582e-006, 1.124317e-001, 6.796875e-005, 3.140432e-003, 3.502317e-004, 1.096965e-004, 3.598533e-001, 2.650244e-003, 5.560799e-008, 4.903430e-008, 3.675532e-012, 5.376842e-013, 7.025210e-014, 4.948712e-009, 3.051062e-011, 4.337129e-001, 1.324997e-001, 2.619362e+001
4.978344e+000, 9.999997e-001, 7.844723e-004, 1.689030e+002, 1.000000e+000, 1.603338e+010, 2.882541e-008, 1.220287e-003, 1.220332e-003, 4.999403e-005, 9.848613e-001, 4.072674e+002, 8.680092e-002, 8.343912e-005, 9.964816e-006, 1.119034e-001, 1.008120e-004, 3.735201e-003, 3.664574e-004, 1.163411e-004, 3.594586e-001, 3.318695e-003, 8.535069e-008, 6.312887e-008, 4.631094e-012, 7.471800e-013, 1.563956e-013, 6.403531e-009, 3.978742e-011, 4.341060e-001, 1.324997e-001, 2.621654e+001
4.979375e+000, 9.999997e-001, 7.213960e-004, 1.836713e+002, 1.000000e+000, 2.638344e+010, 9.514982e-008, 1.471014e-003, 1.471160e-003, 5.462917e-005, 9.799336e-001, 4.436063e+002, 8.527157e-002, 1.772577e-004, 1.765338e-005, 1.105988e-001, 1.918134e-004, 5.133619e-003, 3.645872e-004, 1.252886e-004, 3.583377e-001, 4.953197e-003, 1.770691e-007, 9.993952e-008, 7.394508e-012, 1.320154e-012, 6.854124e-013, 1.024871e-008, 6.531958e-011, 4.348282e-001, 1.324997e-001, 2.625969e+001
4.979891e+000, 9.999997e-001, 6.911155e-004, 1.917187e+002, 1.000000e+000, 3.196215e+010, 1.652345e-007, 1.600874e-003, 1.601128e-003, 5.720747e-005, 9.771712e-001, 4.634054e+002, 8.453228e-002, 2.486679e-004, 2.291432e-005, 1.098418e-001, 2.468684e-004, 5.926142e-003, 3.516471e-004, 1.279441e-004, 3.576484e-001, 5.887691e-003, 2.437094e-007, 1.225726e-007, 9.563063e-012, 1.726803e-012, 1.355186e-012, 1.269883e-008, 8.262700e-011, 4.351653e-001, 1.324997e-001, 2.628027e+001
4.980406e+000, 9.999997e-001, 6.620384e-004, 2.001391e+002, 1.000000e+000, 3.732138e+010, 2.759398e-007, 1.736558e-003, 1.736981e-003, 5.999400e-005, 9.742254e-001, 4.841273e+002, 8.380187e-002, 3.386253e-004, 2.926459e-005, 1.090177e-001, 3.056085e-004, 6.780550e-003, 3.326927e-004, 1.293707e-004, 3.568810e-001, 6.894979e-003, 3.245272e-007, 1.480629e-007, 1.250407e-011, 2.249708e-012, 2.557123e-012, 1.556449e-008, 1.038640e-010, 4.354879e-001, 1.324997e-001, 2.630031e+001
4.980922e+000, 9.999997e-001, 6.344490e-004, 2.088422e+002, 1.000000e+000, 4.223330e+010, 4.432360e-007, 1.880531e-003, 1.881211e-003, 6.299597e-005, 9.711308e-001, 5.055566e+002, 8.307044e-002, 4.486987e-004, 3.682571e-005, 1.081350e-001, 3.649938e-004, 7.692731e-003, 3.103674e-004, 1.296409e-004, 3.560506e-001, 7.961331e-003, 4.191769e-007, 1.759887e-007, 1.651704e-011, 2.938932e-012, 4.604048e-012, 1.889269e-008, 1.297484e-010, 4.357988e-001, 1.324997e-001, 2.631992e+001
4.981437e+000, 9.999997e-001, 6.085095e-004, 2.177447e+002, 1.000000e+000, 4.656462e+010, 6.854755e-007, 2.035661e-003, 2.036712e-003, 6.619977e-005, 9.679221e-001, 5.274932e+002, 8.232978e-002, 5.798852e-004, 4.576435e-005, 1.072028e-001, 4.223323e-004, 8.658431e-003, 2.868537e-004, 1.288200e-004, 3.551718e-001, 9.072764e-003, 5.267459e-007, 2.057256e-007, 2.200280e-011, 3.864313e-012, 7.917459e-012, 2.274091e-008, 1.611055e-010, 4.361001e-001, 1.324997e-001, 2.633918e+001
4.981953e+000, 9.999997e-001, 5.842833e-004, 2.267731e+002, 1.000000e+000, 5.026417e+010, 1.022554e-006, 2.204877e-003, 2.206444e-003, 6.957214e-005, 9.646319e-001, 5.497601e+002, 8.157365e-002, 7.326554e-004, 5.631487e-005, 1.062296e-001, 4.755540e-004, 9.673327e-003, 2.636896e-004, 1.269749e-004, 3.542578e-001, 1.021616e-002, 6.458712e-007, 2.364782e-007, 2.949058e-011, 5.121382e-012, 1.303161e-011, 2.717718e-008, 1.988842e-010, 4.363934e-001, 1.324997e-001, 2.635814e+001
4.982469e+000, 9.999997e-001, 5.617605e-004, 2.358652e+002, 1.000000e+000, 5.333963e+010, 1.474908e-006, 2.390968e-003, 2.393230e-003, 7.306281e-005, 9.612889e-001, 5.722070e+002, 8.079770e-002, 9.070441e-004, 6.879821e-005, 1.052231e-001, 5.233060e-004, 1.073308e-002, 2.418065e-004, 1.241828e-004, 3.533199e-001, 1.137998e-002, 7.749277e-007, 2.673297e-007, 3.966839e-011, 6.837827e-012, 2.058771e-011, 3.227938e-008, 2.441752e-010, 4.366800e-001, 1.324997e-001, 2.637682e+001
4.982984e+000, 9.999997e-001, 5.408819e-004, 2.449698e+002, 1.000000e+000, 5.583455e+010, 2.062515e-006, 2.596527e-003, 2.599689e-003, 7.660760e-005, 9.579169e-001, 5.947091e+002, 7.999920e-002, 1.102757e-003, 8.363581e-005, 1.041901e-001, 5.649041e-004, 1.183341e-002, 2.216690e-004, 1.205346e-004, 3.523671e-001, 1.255464e-002, 9.121893e-007, 2.973016e-007, 5.341242e-011, 9.177134e-012, 3.131953e-011, 3.813460e-008, 2.982260e-010, 4.369608e-001, 1.324997e-001, 2.639521e+001
4.983500e+000, 9.999997e-001, 5.215584e-004, 2.540459e+002, 1.000000e+000, 5.781070e+010, 2.804039e-006, 2.823960e-003, 2.828259e-003, 8.013231e-005, 9.545346e-001, 6.171656e+002, 7.917672e-002, 1.319277e-003, 1.013583e-004, 1.031360e-001, 6.002090e-004, 1.297012e-002, 2.034297e-004, 1.161340e-004, 3.514065e-001, 1.373258e-002, 1.055946e-006, 3.254164e-007, 7.182518e-011, 1.235031e-011, 4.603335e-011, 4.483896e-008, 3.624643e-010, 4.372362e-001, 1.324997e-001, 2.641330e+001
4.984016e+000, 9.999997e-001, 5.036846e-004, 2.630609e+002, 1.000000e+000, 5.933627e+010, 3.716149e-006, 3.075544e-003, 3.081241e-003, 8.355637e-005, 9.511561e-001, 6.394967e+002, 7.832985e-002, 1.555947e-003, 1.226092e-004, 1.020650e-001, 6.294809e-004, 1.413925e-002, 1.870562e-004, 1.110938e-004, 3.504431e-001, 1.490816e-002, 1.204573e-006, 3.507563e-007, 9.626986e-011, 1.662392e-011, 6.558487e-011, 5.249775e-008, 4.385174e-010, 4.375068e-001, 1.324997e-001, 2.643109e+001
4.984531e+000, 9.999997e-001, 4.871494e-004, 2.719900e+002, 1.000000e+000, 6.047870e+010, 4.813229e-006, 3.353480e-003, 3.360860e-003, 8.679668e-005, 9.477910e-001, 6.616399e+002, 7.745884e-002, 1.812043e-003, 1.481440e-004, 1.009801e-001, 6.532474e-004, 1.533713e-002, 1.724196e-004, 1.055323e-004, 3.494804e-001, 1.607748e-002, 1.356543e-006, 3.725132e-007, 1.284055e-010, 2.233092e-011, 9.085915e-011, 6.122604e-008, 5.282351e-010, 4.377728e-001, 1.324997e-001, 2.644855e+001
4.985562e+000, 9.999997e-001, 4.576210e-004, 2.895403e+002, 1.000000e+000, 6.184921e+010, 7.607751e-006, 3.988461e-003, 4.000125e-003, 9.252545e-005, 9.411165e-001, 7.052354e+002, 7.564770e-002, 2.380010e-003, 2.145344e-004, 9.877418e-002, 6.864827e-004, 1.780901e-002, 1.477746e-004, 9.321224e-005, 3.475622e-001, 1.839119e-002, 1.665707e-006, 4.034705e-007, 2.214914e-010, 3.923422e-011, 1.621784e-010, 8.223382e-008, 7.543940e-010, 4.382915e-001, 1.324997e-001, 2.648245e+001
4.986078e+000, 9.999997e-001, 4.444372e-004, 2.981293e+002, 1.000000e+000, 6.217551e+010, 9.316942e-006, 4.350866e-003, 4.365151e-003, 9.473453e-005, 9.378106e-001, 7.266062e+002, 7.471145e-002, 2.689735e-003, 2.579168e-004, 9.765639e-002, 6.980029e-004, 1.907304e-002, 1.372917e-004, 8.680868e-005, 3.466079e-001, 1.953440e-002, 1.819869e-006, 4.120743e-007, 2.889162e-010, 5.177117e-011, 2.098951e-010, 9.480101e-008, 8.959159e-010, 4.385447e-001, 1.324997e-001, 2.649888e+001
4.986594e+000, 9.999997e-001, 4.321820e-004, 3.065832e+002, 1.000000e+000, 6.233155e+010, 1.124024e-005, 4.747964e-003, 4.765198e-003, 9.646651e-005, 9.345252e-001, 7.476636e+002, 7.375550e-002, 3.016066e-003, 3.094393e-004, 9.652775e-002, 7.068559e-004, 2.035461e-002, 1.279091e-004, 8.033707e-005, 3.456563e-001, 2.066866e-002, 1.972641e-006, 4.157387e-007, 3.739299e-010, 6.778750e-011, 2.667632e-010, 1.089848e-007, 1.060697e-009, 4.387940e-001, 1.324997e-001, 2.651496e+001
4.987625e+000, 9.999997e-001, 4.101123e-004, 3.230816e+002, 1.000000e+000, 6.225955e+010, 1.573181e-005, 5.646013e-003, 5.670133e-003, 9.843560e-005, 9.280044e-001, 7.888204e+002, 7.178938e-002, 3.716517e-003, 4.401213e-004, 9.423460e-002, 7.189651e-004, 2.296523e-002, 1.119251e-004, 6.747248e-005, 3.437569e-001, 2.291514e-002, 2.270761e-006, 4.088184e-007, 6.066497e-010, 1.124394e-010, 4.110252e-010, 1.426725e-007, 1.468956e-009, 4.392809e-001, 1.324997e-001, 2.654600e+001
4.988656e+000, 9.999997e-001, 3.908102e-004, 3.390386e+002, 1.000000e+000, 6.181810e+010, 2.105730e-005, 6.686024e-003, 6.718309e-003, 9.819650e-005, 9.215131e-001, 8.287034e+002, 6.976326e-002, 4.475832e-003, 6.147585e-004, 9.188588e-002, 7.281999e-004, 2.562512e-002, 9.877245e-005, 5.530646e-005, 3.418484e-001, 2.514825e-002, 2.552779e-006, 3.868304e-007, 9.488423e-010, 1.795289e-010, 6.004379e-010, 1.843918e-007, 2.000743e-009, 4.397530e-001, 1.324997e-001, 2.657560e+001
4.989687e+000, 9.999997e-001, 3.738077e-004, 3.544597e+002, 1.000000e+000, 6.115473e+010, 2.716251e-005, 7.880673e-003, 7.922318e-003, 9.578198e-005, 9.150096e-001, 8.673160e+002, 6.768701e-002, 5.289963e-003, 8.410410e-004, 8.946857e-002, 7.383661e-004, 2.832659e-002, 8.781677e-005, 4.426977e-005, 3.399153e-001, 2.738590e-002, 2.813448e-006, 3.541519e-007, 1.433322e-009, 2.758189e-010, 8.395924e-010, 2.355973e-007, 2.684927e-009, 4.402117e-001, 1.324997e-001, 2.660380e+001
4.990719e+000, 9.999997e-001, 3.587290e-004, 3.693589e+002, 1.000000e+000, 6.036094e+010, 3.396755e-005, 9.240381e-003, 9.292461e-003, 9.140579e-005, 9.084514e-001, 9.046844e+002, 6.557027e-002, 6.155004e-003, 1.125166e-003, 8.696962e-002, 7.524822e-004, 3.106348e-002, 7.856700e-005, 3.462866e-005, 3.379419e-001, 2.964673e-002, 3.048750e-006, 3.155806e-007, 2.094687e-009, 4.080731e-010, 1.132094e-009, 2.978630e-007, 3.553320e-009, 4.406585e-001, 1.324997e-001, 2.663064e+001
4.991750e+000, 9.999997e-001, 3.452725e-004, 3.837541e+002, 1.000000e+000, 5.949060e+010, 4.137368e-005, 1.077259e-002, 1.083602e-002, 8.540919e-005, 9.017991e-001, 9.408457e+002, 6.342278e-002, 7.066985e-003, 1.471147e-003, 8.437810e-002, 7.728063e-004, 3.382969e-002, 7.065575e-005, 2.649946e-005, 3.359139e-001, 3.194848e-002, 3.255986e-006, 2.753953e-007, 2.967038e-009, 5.824081e-010, 1.480551e-009, 3.728442e-007, 4.639222e-009, 4.410951e-001, 1.324997e-001, 2.665622e+001
