Distance_Run#7_(cm), Pressure_Run#7_(atm), Mass_density_Run#7_(g/cm3), Axial_velocity_Run#7_(cm/sec), Cross-section_area_Run#7_(cm2), Net_heat_production_from_gas-phase_reactions_Run#7_(erg/cm3-sec), EINO_Run#7_(g-NO/kg-fuel), EINO2_Run#7_(g-NO2/kg-fuel), EINOX_Run#7_(g-NOx/kg-fuel), EICO_Run#7_(g-CO/kg-fuel), Unburned_fuel_fraction_Run#7_(), Temperature_Run#7_(K), Mole_fraction_H2_Run#7_(), Mole_fraction_H_Run#7_(), Mole_fraction_O_Run#7_(), Mole_fraction_O2_Run#7_(), Mole_fraction_OH_Run#7_(), Mole_fraction_H2O_Run#7_(), Mole_fraction_HO2_Run#7_(), Mole_fraction_H2O2_Run#7_(), Mole_fraction_CO_Run#7_(), Mole_fraction_CO2_Run#7_(), Mole_fraction_HCO_Run#7_(), Mole_fraction_CH2O_Run#7_(), Mole_fraction_N_Run#7_(), Mole_fraction_NH_Run#7_(), Mole_fraction_NNH_Run#7_(), Mole_fraction_NO_Run#7_(), Mole_fraction_NO2_Run#7_(), Mole_fraction_N2O_Run#7_(), Mole_fraction_N2_Run#7_(), Flow_rate_Run#7_(g/cm2-sec), Molecular_weight_Run#7_(g/mole)
4.965969e+000, 9.999997e-001, 1.042158e-003, 1.052435e+002, 1.000000e+000, 1.177726e+007, 1.099003e-012, 6.911690e-004, 6.911690e-004, 4.715437e-006, 9.949977e-001, 3.113648e+002, 7.388301e-002, 1.281304e-008, 2.149268e-007, 1.347903e-001, 3.716903e-008, 5.299355e-004, 3.674015e-005, 2.233246e-005, 2.829773e-001, 1.817474e-004, 7.967334e-012, 1.110706e-009, 4.240505e-013, 4.764451e-015, 1.537406e-018, 9.351521e-010, 1.088853e-009, 8.750971e-012, 5.075784e-001, 1.096803e-001, 2.662694e+001
4.967000e+000, 9.999997e-001, 1.026409e-003, 1.068583e+002, 1.000000e+000, 3.007906e+007, 4.488849e-012, 8.631574e-004, 8.631574e-004, 5.474829e-006, 9.941408e-001, 3.166538e+002, 7.223530e-002, 4.622089e-008, 3.162790e-007, 1.349175e-001, 1.128210e-007, 7.180615e-004, 5.299515e-005, 2.996722e-005, 2.833136e-001, 2.750030e-004, 2.898630e-011, 1.687767e-009, 6.170119e-013, 1.151661e-014, 7.367023e-018, 1.370110e-009, 1.516081e-009, 1.329403e-011, 5.084571e-001, 1.096803e-001, 2.667002e+001
4.968031e+000, 9.999997e-001, 1.005200e-003, 1.091129e+002, 1.000000e+000, 8.236619e+007, 1.799633e-011, 1.084026e-003, 1.084026e-003, 6.307577e-006, 9.930213e-001, 3.238832e+002, 7.050325e-002, 1.659517e-007, 4.837673e-007, 1.349934e-001, 3.534672e-007, 9.803765e-004, 7.737093e-005, 4.014233e-005, 2.836021e-001, 4.216329e-004, 1.051018e-010, 2.599945e-009, 8.969694e-013, 2.892720e-014, 3.523824e-017, 2.052949e-009, 2.101362e-009, 2.047945e-011, 5.093808e-001, 1.096803e-001, 2.671524e+001
4.968547e+000, 9.999997e-001, 9.920309e-004, 1.105614e+002, 1.000000e+000, 1.462037e+008, 3.809566e-011, 1.221544e-003, 1.221544e-003, 6.745628e-006, 9.923256e-001, 3.284675e+002, 6.961613e-002, 3.360554e-007, 6.138031e-007, 1.349992e-001, 6.687443e-007, 1.149142e-003, 9.385837e-005, 4.628456e-005, 2.837139e-001, 5.254566e-004, 2.138691e-010, 3.249664e-009, 1.082330e-012, 4.713243e-014, 8.210182e-017, 2.546214e-009, 2.457534e-009, 2.560137e-011, 5.098544e-001, 1.096803e-001, 2.673841e+001
4.969062e+000, 9.999997e-001, 9.768938e-004, 1.122746e+002, 1.000000e+000, 2.548822e+008, 8.106411e-011, 1.379346e-003, 1.379346e-003, 7.191163e-006, 9.915137e-001, 3.338485e+002, 6.872280e-002, 6.500132e-007, 7.894366e-007, 1.349749e-001, 1.236220e-006, 1.349176e-003, 1.138805e-004, 5.318206e-005, 2.837940e-001, 6.572813e-004, 4.160749e-010, 4.078775e-009, 1.306251e-012, 7.624990e-014, 1.933556e-016, 3.182070e-009, 2.857242e-009, 3.214340e-011, 5.103321e-001, 1.096803e-001, 2.676177e+001
4.969578e+000, 9.999997e-001, 9.596691e-004, 1.142898e+002, 1.000000e+000, 4.387090e+008, 1.686986e-010, 1.559199e-003, 1.559199e-003, 7.636172e-006, 9.905654e-001, 3.401381e+002, 6.782925e-002, 1.224506e-006, 1.029244e-006, 1.349135e-001, 2.249421e-006, 1.585135e-003, 1.377281e-004, 6.077266e-005, 2.838346e-001, 8.235510e-004, 7.883337e-010, 5.131236e-009, 1.575211e-012, 1.211830e-013, 4.477421e-016, 4.002453e-009, 3.291705e-009, 4.045693e-011, 5.108110e-001, 1.096803e-001, 2.678520e+001
4.970094e+000, 9.999997e-001, 9.402870e-004, 1.166456e+002, 1.000000e+000, 7.431420e+008, 3.504407e-010, 1.762701e-003, 1.762702e-003, 8.073230e-006, 9.894580e-001, 3.474519e+002, 6.694176e-002, 2.251929e-006, 1.359693e-006, 1.348076e-001, 4.024438e-006, 1.861949e-003, 1.654062e-004, 6.892276e-005, 2.838270e-001, 1.031630e-003, 1.457734e-009, 6.459276e-009, 1.897427e-012, 1.890249e-013, 1.040181e-015, 5.060360e-009, 3.744251e-009, 5.096277e-011, 5.112880e-001, 1.096803e-001, 2.680854e+001
4.970609e+000, 9.999997e-001, 9.187468e-004, 1.193804e+002, 1.000000e+000, 1.232756e+009, 7.206769e-010, 1.990956e-003, 1.990958e-003, 8.496055e-006, 9.881674e-001, 3.559050e+002, 6.606657e-002, 4.037398e-006, 1.817920e-006, 1.346498e-001, 7.053065e-006, 2.184653e-003, 1.964518e-004, 7.741868e-005, 2.837624e-001, 1.289652e-003, 2.626080e-009, 8.123848e-009, 2.282099e-012, 2.878118e-013, 2.403057e-015, 6.420866e-009, 4.188937e-009, 6.415683e-011, 5.117601e-001, 1.096803e-001, 2.683169e+001
4.971125e+000, 9.999997e-001, 8.951339e-004, 1.225295e+002, 1.000000e+000, 1.992608e+009, 1.472201e-009, 2.244113e-003, 2.244115e-003, 8.900629e-006, 9.866692e-001, 3.656042e+002, 6.520941e-002, 7.043095e-006, 2.454808e-006, 1.344329e-001, 1.205443e-005, 2.558164e-003, 2.297687e-004, 8.597164e-005, 2.836317e-001, 1.606209e-003, 4.597780e-009, 1.019451e-008, 2.742140e-012, 4.280020e-013, 5.535264e-015, 8.160640e-009, 4.590770e-009, 8.061749e-011, 5.122243e-001, 1.096803e-001, 2.685451e+001
4.971641e+000, 9.999997e-001, 8.696319e-004, 1.261227e+002, 1.000000e+000, 3.123691e+009, 2.967603e-009, 2.520863e-003, 2.520868e-003, 9.285267e-006, 9.849395e-001, 3.766395e+002, 6.437500e-002, 1.193528e-005, 3.337838e-006, 1.341505e-001, 2.000139e-005, 2.986958e-003, 2.635554e-004, 9.424210e-005, 2.834265e-001, 1.989856e-003, 7.806299e-009, 1.274830e-008, 3.292576e-012, 6.189125e-013, 1.261600e-014, 1.036510e-008, 4.908591e-009, 1.010070e-010, 5.126781e-001, 1.096803e-001, 2.687692e+001
4.972156e+000, 9.999997e-001, 8.425262e-004, 1.301803e+002, 1.000000e+000, 4.728943e+009, 5.887197e-009, 2.818093e-003, 2.818102e-003, 9.651242e-006, 9.829576e-001, 3.890738e+002, 6.356656e-002, 1.962568e-005, 4.552905e-006, 1.337977e-001, 3.208648e-005, 3.474709e-003, 2.954137e-004, 1.018829e-004, 2.831395e-001, 2.448447e-003, 1.283080e-008, 1.586716e-008, 3.954889e-012, 8.700899e-013, 2.834453e-014, 1.312273e-008, 5.101289e-009, 1.260765e-010, 5.131195e-001, 1.096803e-001, 2.689884e+001
4.972672e+000, 9.999997e-001, 8.141941e-004, 1.347103e+002, 1.000000e+000, 6.888798e+009, 1.144954e-008, 3.130918e-003, 3.130936e-003, 1.000245e-005, 9.807077e-001, 4.029331e+002, 6.278531e-002, 3.129588e-005, 6.204256e-006, 1.333710e-001, 4.959281e-005, 4.023923e-003, 3.226795e-004, 1.085920e-004, 2.827656e-001, 2.988358e-003, 2.039253e-008, 1.963330e-008, 4.759303e-012, 1.190133e-012, 6.245213e-014, 1.651731e-008, 5.136720e-009, 1.566683e-010, 5.135474e-001, 1.096803e-001, 2.692024e+001
4.973187e+000, 9.999997e-001, 7.850816e-004, 1.397057e+002, 1.000000e+000, 9.631223e+009, 2.175065e-008, 3.453273e-003, 3.453306e-003, 1.034468e-005, 9.781810e-001, 4.181991e+002, 6.203036e-002, 4.839226e-005, 8.412122e-006, 1.328690e-001, 7.365954e-005, 4.635675e-003, 3.429186e-004, 1.141569e-004, 2.823022e-001, 3.613730e-003, 3.131990e-008, 2.412216e-008, 5.747930e-012, 1.586256e-012, 1.342827e-013, 2.061992e-008, 5.001053e-009, 1.937180e-010, 5.139614e-001, 1.096803e-001, 2.694114e+001
4.974219e+000, 9.999997e-001, 7.264272e-004, 1.509860e+002, 1.000000e+000, 1.638004e+010, 7.042018e-008, 4.094214e-003, 4.094322e-003, 1.101150e-005, 9.723166e-001, 4.526453e+002, 6.058566e-002, 1.035901e-004, 1.486408e-005, 1.316472e-001, 1.432357e-004, 6.040362e-003, 3.575236e-004, 1.215888e-004, 2.811154e-001, 5.118128e-003, 6.545289e-008, 3.539005e-008, 8.447215e-012, 2.628295e-012, 5.524349e-013, 3.106439e-008, 4.257553e-009, 2.897745e-010, 5.147523e-001, 1.096803e-001, 2.698164e+001
4.974734e+000, 9.999997e-001, 6.979673e-004, 1.571425e+002, 1.000000e+000, 2.031446e+010, 1.218366e-007, 4.410264e-003, 4.410451e-003, 1.136210e-005, 9.690344e-001, 4.714470e+002, 5.988009e-002, 1.466604e-004, 1.948750e-005, 1.309391e-001, 1.883008e-004, 6.824831e-003, 3.532886e-004, 1.236688e-004, 2.804108e-001, 5.980302e-003, 9.100801e-008, 4.216894e-008, 1.042297e-011, 3.314767e-012, 1.069892e-012, 3.745719e-008, 3.763608e-009, 3.512907e-010, 5.151333e-001, 1.096803e-001, 2.700138e+001
4.975250e+000, 9.999997e-001, 6.704103e-004, 1.636018e+002, 1.000000e+000, 2.430853e+010, 2.032116e-007, 4.725017e-003, 4.725328e-003, 1.172778e-005, 9.655288e-001, 4.911798e+002, 5.918136e-002, 2.017775e-004, 2.523587e-005, 1.301678e-001, 2.388725e-004, 7.662832e-003, 3.422678e-004, 1.246714e-004, 2.796357e-001, 6.913666e-003, 1.226082e-007, 4.972178e-008, 1.298818e-011, 4.148136e-012, 1.987933e-012, 4.470591e-008, 3.237394e-009, 4.238350e-010, 5.155055e-001, 1.096803e-001, 2.702087e+001
4.975766e+000, 9.999997e-001, 6.440205e-004, 1.703057e+002, 1.000000e+000, 2.818240e+010, 3.268463e-007, 5.040919e-003, 5.041420e-003, 1.210921e-005, 9.618282e-001, 5.116715e+002, 5.848371e-002, 2.703812e-004, 3.228927e-005, 1.293394e-001, 2.929138e-004, 8.550471e-003, 3.263446e-004, 1.246870e-004, 2.787996e-001, 7.909244e-003, 1.604190e-007, 5.795763e-008, 1.634639e-011, 5.177397e-012, 3.543171e-012, 5.285263e-008, 2.726637e-009, 5.089193e-010, 5.158707e-001, 1.096803e-001, 2.704014e+001
4.976281e+000, 9.999997e-001, 6.189740e-004, 1.771970e+002, 1.000000e+000, 3.179655e+010, 5.072854e-007, 5.362364e-003, 5.363142e-003, 1.250433e-005, 9.579637e-001, 5.327524e+002, 5.778209e-002, 3.535838e-004, 4.086561e-005, 1.284605e-001, 3.482358e-004, 9.483725e-003, 3.074366e-004, 1.237989e-004, 2.779123e-001, 8.957161e-003, 2.043484e-007, 6.673705e-008, 2.076685e-011, 6.475286e-012, 6.060245e-012, 6.195872e-008, 2.264973e-009, 6.082218e-010, 5.162300e-001, 1.096803e-001, 2.705926e+001
4.976797e+000, 9.999997e-001, 5.953685e-004, 1.842226e+002, 1.000000e+000, 3.506096e+010, 7.607542e-007, 5.694717e-003, 5.695883e-003, 1.290839e-005, 9.539659e-001, 5.542636e+002, 5.707245e-002, 4.521433e-004, 5.123844e-005, 1.275379e-001, 4.027866e-004, 1.045858e-002, 2.871898e-004, 1.220812e-004, 2.769831e-001, 1.004747e-002, 2.540640e-007, 7.587556e-008, 2.659898e-011, 8.142497e-012, 9.959583e-012, 7.210698e-008, 1.870097e-009, 7.236055e-010, 5.165846e-001, 1.096803e-001, 2.707823e+001
4.977312e+000, 9.999997e-001, 5.732373e-004, 1.913350e+002, 1.000000e+000, 3.793144e+010, 1.104385e-006, 6.043488e-003, 6.045181e-003, 1.331428e-005, 9.498638e-001, 5.760626e+002, 5.635178e-002, 5.664760e-004, 6.375494e-005, 1.265782e-001, 4.548650e-004, 1.147110e-002, 2.668416e-004, 1.196034e-004, 2.760210e-001, 1.117081e-002, 3.090514e-007, 8.515150e-008, 3.429280e-011, 1.031642e-011, 1.575762e-011, 8.340004e-008, 1.546170e-009, 8.571407e-010, 5.169351e-001, 1.096803e-001, 2.709706e+001
4.977828e+000, 9.999997e-001, 5.525654e-004, 1.984930e+002, 1.000000e+000, 4.039940e+010, 1.555347e-006, 6.413786e-003, 6.416171e-003, 1.371292e-005, 9.456831e-001, 5.980256e+002, 5.561808e-002, 6.966981e-004, 7.885170e-005, 1.255872e-001, 5.032264e-004, 1.251746e-002, 2.472156e-004, 1.164354e-004, 2.750333e-001, 1.231884e-002, 3.686782e-007, 9.431747e-008, 4.441600e-011, 1.317534e-011, 2.405919e-011, 9.595701e-008, 1.288273e-009, 1.011124e-009, 5.172821e-001, 1.096803e-001, 2.711574e+001
4.978344e+000, 9.999997e-001, 5.333043e-004, 2.056618e+002, 1.000000e+000, 4.248028e+010, 2.130027e-006, 6.810076e-003, 6.813342e-003, 1.409400e-005, 9.414452e-001, 6.200473e+002, 5.487021e-002, 8.426826e-004, 9.706673e-005, 1.245702e-001, 5.470945e-004, 1.359398e-002, 2.287896e-004, 1.126506e-004, 2.740264e-001, 1.348452e-002, 4.322517e-007, 1.031137e-007, 5.767975e-011, 1.695151e-011, 3.554369e-011, 1.099101e-007, 1.086886e-009, 1.188104e-009, 5.176258e-001, 1.096803e-001, 2.713426e+001
4.978859e+000, 9.999997e-001, 5.153839e-004, 2.128129e+002, 1.000000e+000, 4.420383e+010, 2.843315e-006, 7.236134e-003, 7.240493e-003, 1.444648e-005, 9.371678e-001, 6.420405e+002, 5.410773e-002, 1.004120e-003, 1.190471e-004, 1.235314e-001, 5.861108e-004, 1.469714e-002, 2.117885e-004, 1.083276e-004, 2.730052e-001, 1.466217e-002, 4.990628e-007, 1.112823e-007, 7.495739e-011, 2.193743e-011, 5.094667e-011, 1.254024e-007, 9.312229e-010, 1.390903e-009, 5.179663e-001, 1.096803e-001, 2.715259e+001
4.979375e+000, 9.999997e-001, 4.987218e-004, 2.199229e+002, 1.000000e+000, 4.560689e+010, 3.708204e-006, 7.695135e-003, 7.700820e-003, 1.475926e-005, 9.328640e-001, 6.639336e+002, 5.333072e-002, 1.180573e-003, 1.455514e-004, 1.224739e-001, 6.202553e-004, 1.582365e-002, 1.962711e-004, 1.035488e-004, 2.719735e-001, 1.584746e-002, 5.684073e-007, 1.185802e-007, 9.730790e-011, 2.849913e-011, 7.104231e-011, 1.425864e-007, 8.111368e-010, 1.622641e-009, 5.183037e-001, 1.096803e-001, 2.717071e+001
4.980406e+000, 9.999997e-001, 4.687849e-004, 2.339673e+002, 1.000000e+000, 4.759842e+010, 5.934009e-006, 8.710888e-003, 8.719986e-003, 1.524269e-005, 9.242047e-001, 7.072570e+002, 5.173504e-002, 1.576736e-003, 2.146125e-004, 1.203105e-001, 6.747619e-004, 1.813749e-002, 1.695144e-004, 9.288968e-005, 2.698857e-001, 1.823218e-002, 7.123180e-007, 1.299584e-007, 1.608662e-010, 4.764757e-011, 1.285157e-010, 1.824647e-007, 6.500231e-010, 2.182114e-009, 5.189696e-001, 1.096803e-001, 2.720627e+001
4.981437e+000, 9.999997e-001, 4.428200e-004, 2.476860e+002, 1.000000e+000, 4.873130e+010, 8.858626e-006, 9.864179e-003, 9.877761e-003, 1.545985e-005, 9.155158e-001, 7.496776e+002, 5.009153e-002, 2.025898e-003, 3.119736e-004, 1.180945e-001, 7.145306e-004, 2.050876e-002, 1.475836e-004, 8.147796e-005, 2.677756e-001, 2.062352e-002, 8.587832e-007, 1.361731e-007, 2.605431e-010, 7.881180e-011, 2.141208e-010, 2.306013e-007, 5.522713e-010, 2.889913e-009, 5.196234e-001, 1.096803e-001, 2.724080e+001
4.982469e+000, 9.999997e-001, 4.201906e-004, 2.610252e+002, 1.000000e+000, 4.925435e+010, 1.249479e-005, 1.116803e-002, 1.118719e-002, 1.537088e-005, 9.067959e-001, 7.910214e+002, 4.840844e-002, 2.523493e-003, 4.460908e-004, 1.158256e-001, 7.441156e-004, 2.292133e-002, 1.295827e-004, 6.991379e-005, 2.656419e-001, 2.302248e-002, 1.003735e-006, 1.369113e-007, 4.113064e-010, 1.274276e-010, 3.335903e-010, 2.883830e-007, 4.950906e-010, 3.778078e-009, 5.202655e-001, 1.096803e-001, 2.727424e+001
4.983500e+000, 9.999997e-001, 4.003528e-004, 2.739592e+002, 1.000000e+000, 4.935673e+010, 1.681900e-005, 1.263262e-002, 1.265840e-002, 1.496683e-005, 8.980211e-001, 8.312012e+002, 4.669415e-002, 3.065166e-003, 6.256544e-004, 1.134974e-001, 7.682467e-004, 2.536289e-002, 1.146899e-004, 5.870959e-005, 2.634770e-001, 2.543777e-002, 1.143639e-006, 1.326135e-007, 6.308540e-010, 1.999360e-010, 4.918977e-010, 3.573356e-007, 4.655890e-010, 4.883321e-009, 5.208967e-001, 1.096803e-001, 2.730657e+001
4.984531e+000, 9.999997e-001, 3.828547e-004, 2.864804e+002, 1.000000e+000, 4.917463e+010, 2.177825e-005, 1.426559e-002, 1.429898e-002, 1.426889e-005, 8.891547e-001, 8.701849e+002, 4.495673e-002, 3.646845e-003, 8.587845e-004, 1.110999e-001, 7.912451e-004, 2.782387e-002, 1.022383e-004, 4.826839e-005, 2.612697e-001, 2.788245e-002, 1.275469e-006, 1.242923e-007, 9.386855e-010, 3.033171e-010, 6.931079e-010, 4.391128e-007, 4.566278e-010, 6.246478e-009, 5.215182e-001, 1.096803e-001, 2.733780e+001
4.985562e+000, 9.999997e-001, 3.673258e-004, 2.985914e+002, 1.000000e+000, 4.880207e+010, 2.729742e-005, 1.607204e-002, 1.611389e-002, 1.332224e-005, 8.801558e-001, 9.079742e+002, 4.320394e-002, 4.264686e-003, 1.152217e-003, 1.086226e-001, 8.167881e-004, 3.029628e-002, 9.171069e-005, 3.887536e-005, 2.590080e-001, 3.037133e-002, 1.396718e-006, 1.132625e-007, 1.354751e-009, 4.444536e-010, 9.403261e-010, 5.354714e-007, 4.642144e-010, 7.911291e-009, 5.221315e-001, 1.096803e-001, 2.736800e+001
4.986594e+000, 9.999997e-001, 3.534640e-004, 3.103013e+002, 1.000000e+000, 4.830154e+010, 3.328655e-005, 1.805413e-002, 1.810516e-002, 1.218711e-005, 8.709844e-001, 9.445904e+002, 4.144350e-002, 4.914979e-003, 1.510583e-003, 1.060567e-001, 8.478408e-004, 3.277255e-002, 8.271180e-005, 3.069972e-005, 2.566806e-001, 3.291919e-002, 1.505451e-006, 1.008623e-007, 1.897894e-009, 6.294590e-010, 1.235705e-009, 6.482328e-007, 4.860463e-010, 9.922380e-009, 5.227385e-001, 1.096803e-001, 2.739724e+001
4.987625e+000, 9.999997e-001, 3.410231e-004, 3.216215e+002, 1.000000e+000, 4.771285e+010, 3.964756e-005, 2.021079e-002, 2.027158e-002, 1.092970e-005, 8.616049e-001, 9.800655e+002, 3.968327e-002, 5.594057e-003, 1.935866e-003, 1.033961e-001, 8.866685e-004, 3.524462e-002, 7.494056e-005, 2.380509e-005, 2.542773e-001, 3.553948e-002, 1.600349e-006, 8.823862e-008, 2.584344e-009, 8.630973e-010, 1.580488e-009, 7.792313e-007, 5.207033e-010, 1.232241e-008, 5.233413e-001, 1.096803e-001, 2.742565e+001
