Distance_Run#3_(cm), Pressure_Run#3_(atm), Mass_density_Run#3_(g/cm3), Axial_velocity_Run#3_(cm/sec), Cross-section_area_Run#3_(cm2), Net_heat_production_from_gas-phase_reactions_Run#3_(erg/cm3-sec), EINO_Run#3_(g-NO/kg-fuel), EINO2_Run#3_(g-NO2/kg-fuel), EINOX_Run#3_(g-NOx/kg-fuel), EICO_Run#3_(g-CO/kg-fuel), Unburned_fuel_fraction_Run#3_(), Temperature_Run#3_(K), Mole_fraction_H2_Run#3_(), Mole_fraction_H_Run#3_(), Mole_fraction_O_Run#3_(), Mole_fraction_O2_Run#3_(), Mole_fraction_OH_Run#3_(), Mole_fraction_H2O_Run#3_(), Mole_fraction_HO2_Run#3_(), Mole_fraction_H2O2_Run#3_(), Mole_fraction_CO_Run#3_(), Mole_fraction_CO2_Run#3_(), Mole_fraction_HCO_Run#3_(), Mole_fraction_CH2O_Run#3_(), Mole_fraction_N_Run#3_(), Mole_fraction_NH_Run#3_(), Mole_fraction_NNH_Run#3_(), Mole_fraction_NO_Run#3_(), Mole_fraction_NO2_Run#3_(), Mole_fraction_N2O_Run#3_(), Mole_fraction_N2_Run#3_(), Flow_rate_Run#3_(g/cm2-sec), Molecular_weight_Run#3_(g/mole)
4.958750e+000, 9.999997e-001, 1.069167e-003, 7.278326e+001, 1.000000e+000, 1.536711e+006, 1.543024e-014, 1.280695e-003, 1.280695e-003, 7.735769e-007, 9.936649e-001, 3.093938e+002, 5.639296e-002, 3.660153e-010, 7.823084e-008, 1.505786e-001, 3.037990e-009, 5.459919e-004, 1.632337e-005, 1.475905e-005, 2.255829e-001, 1.609342e-004, 1.551346e-013, 3.137337e-010, 2.809195e-013, 4.724964e-015, 2.180422e-020, 1.750338e-009, 3.154984e-009, 3.349324e-011, 5.667075e-001, 7.781745e-002, 2.714408e+001
4.960813e+000, 9.999997e-001, 1.047633e-003, 7.427927e+001, 1.000000e+000, 4.119017e+006, 1.875900e-013, 1.725483e-003, 1.725483e-003, 9.456974e-007, 9.920666e-001, 3.164335e+002, 5.414836e-002, 1.623537e-009, 1.338321e-007, 1.508024e-001, 1.042025e-008, 8.320565e-004, 2.716496e-005, 2.262553e-005, 2.258690e-001, 2.856728e-004, 6.967534e-013, 5.596033e-010, 5.057339e-013, 1.284047e-014, 3.326749e-019, 2.959574e-009, 5.133471e-009, 5.972091e-011, 5.680126e-001, 7.781745e-002, 2.720256e+001
4.961844e+000, 9.999997e-001, 1.032707e-003, 7.535286e+001, 1.000000e+000, 7.505074e+006, 3.670796e-013, 2.025136e-003, 2.025136e-003, 1.041044e-006, 9.910034e-001, 3.213750e+002, 5.294796e-002, 4.839936e-009, 1.828414e-007, 1.508835e-001, 2.425268e-008, 1.035229e-003, 3.574995e-005, 2.807333e-005, 2.259723e-001, 3.862704e-004, 2.093556e-012, 7.585545e-010, 6.810079e-013, 2.478934e-014, 7.390705e-019, 3.943558e-009, 6.561223e-009, 8.095670e-011, 5.687107e-001, 7.781745e-002, 2.723375e+001
4.962875e+000, 9.999997e-001, 1.014242e-003, 7.672471e+001, 1.000000e+000, 1.459503e+007, 1.813760e-012, 2.387925e-003, 2.387925e-003, 1.140507e-006, 9.896939e-001, 3.276131e+002, 5.170609e-002, 1.466839e-008, 2.559348e-007, 1.509269e-001, 5.909297e-008, 1.293465e-003, 4.757886e-005, 3.482827e-005, 2.260295e-001, 5.268761e-004, 6.399398e-012, 1.037285e-009, 9.164174e-013, 4.995973e-014, 4.188266e-018, 5.333146e-009, 8.380927e-009, 1.107324e-010, 5.694344e-001, 7.781745e-002, 2.726597e+001
4.963906e+000, 9.999997e-001, 9.917627e-004, 7.846378e+001, 1.000000e+000, 3.081660e+007, 5.874930e-012, 2.825695e-003, 2.825695e-003, 1.240681e-006, 9.880747e-001, 3.354448e+002, 5.043319e-002, 4.613119e-008, 3.682250e-007, 1.509163e-001, 1.521555e-007, 1.619257e-003, 6.383560e-005, 4.302009e-005, 2.260232e-001, 7.217562e-004, 2.030107e-011, 1.424509e-009, 1.228489e-012, 1.017360e-013, 1.571658e-017, 7.311205e-009, 1.063279e-008, 1.521438e-010, 5.701789e-001, 7.781745e-002, 2.729901e+001
4.964937e+000, 9.999997e-001, 9.648929e-004, 8.064879e+001, 1.000000e+000, 6.989116e+007, 2.250107e-011, 3.354468e-003, 3.354468e-003, 1.338404e-006, 9.860694e-001, 3.452104e+002, 4.914179e-002, 1.453095e-007, 5.463376e-007, 1.508316e-001, 4.046582e-007, 2.026678e-003, 8.597949e-005, 5.266022e-005, 2.259321e-001, 9.891041e-004, 6.447462e-011, 1.957126e-009, 1.639162e-012, 2.069373e-013, 7.040336e-017, 1.015131e-008, 1.330307e-008, 2.091844e-010, 5.709389e-001, 7.781745e-002, 2.733261e+001
4.965453e+000, 9.999997e-001, 9.496486e-004, 8.194341e+001, 1.000000e+000, 1.112553e+008, 4.457912e-011, 3.668384e-003, 3.668384e-003, 1.385537e-006, 9.848863e-001, 3.509690e+002, 4.849446e-002, 2.699095e-007, 6.782856e-007, 1.507522e-001, 6.904610e-007, 2.267223e-003, 9.985271e-005, 5.795587e-005, 2.258453e-001, 1.158771e-003, 1.201688e-010, 2.296112e-009, 1.890707e-012, 2.955567e-013, 1.514225e-016, 1.205153e-008, 1.475286e-008, 2.455349e-010, 5.713226e-001, 7.781745e-002, 2.734952e+001
4.965969e+000, 9.999997e-001, 9.331533e-004, 8.339192e+001, 1.000000e+000, 1.756981e+008, 9.060906e-011, 4.017856e-003, 4.017856e-003, 1.431251e-006, 9.835619e-001, 3.573942e+002, 4.784936e-002, 4.834907e-007, 8.497883e-007, 1.506427e-001, 1.159496e-006, 2.535727e-003, 1.158397e-004, 6.352992e-005, 2.257251e-001, 1.357956e-003, 2.159769e-010, 2.695029e-009, 2.179571e-012, 4.184516e-013, 3.349506e-016, 1.436520e-008, 1.625231e-008, 2.883580e-010, 5.717072e-001, 7.781745e-002, 2.736646e+001
4.966484e+000, 9.999997e-001, 9.154250e-004, 8.500690e+001, 1.000000e+000, 2.756080e+008, 1.770667e-010, 4.405667e-003, 4.405667e-003, 1.474997e-006, 9.820813e-001, 3.645410e+002, 4.720855e-002, 8.459018e-007, 1.074170e-006, 1.504992e-001, 1.923260e-006, 2.834410e-003, 1.339910e-004, 6.930225e-005, 2.255678e-001, 1.590725e-003, 3.788707e-010, 3.162614e-009, 2.509105e-012, 5.841536e-013, 7.139519e-016, 1.718114e-008, 1.775634e-008, 3.386107e-010, 5.720921e-001, 7.781745e-002, 2.738339e+001
4.967000e+000, 9.999997e-001, 8.965087e-004, 8.680054e+001, 1.000000e+000, 4.280238e+008, 3.454085e-010, 4.834164e-003, 4.834165e-003, 1.516644e-006, 9.804294e-001, 3.724625e+002, 4.657400e-002, 1.448319e-006, 1.369320e-006, 1.503180e-001, 3.147954e-006, 3.165443e-003, 1.542114e-004, 7.516629e-005, 2.253694e-001, 1.861361e-003, 6.498429e-010, 3.708377e-009, 2.885517e-012, 8.045177e-013, 1.522060e-015, 2.060291e-008, 1.920492e-008, 3.973437e-010, 5.724764e-001, 7.781745e-002, 2.740029e+001
4.967516e+000, 9.999997e-001, 8.764788e-004, 8.878417e+001, 1.000000e+000, 6.554265e+008, 6.620981e-010, 5.304748e-003, 5.304749e-003, 1.555924e-006, 9.785908e-001, 3.812085e+002, 4.594747e-002, 2.425290e-006, 1.759012e-006, 1.500955e-001, 5.071900e-006, 3.530882e-003, 1.762003e-004, 8.099056e-005, 2.251259e-001, 2.174268e-003, 1.088933e-009, 4.342503e-009, 3.314171e-012, 1.090314e-012, 3.193618e-015, 2.474763e-008, 2.052384e-008, 4.656950e-010, 5.728594e-001, 7.781745e-002, 2.741713e+001
4.968031e+000, 9.999997e-001, 8.554406e-004, 9.096768e+001, 1.000000e+000, 9.858627e+008, 1.254393e-009, 5.817257e-003, 5.817259e-003, 1.592944e-006, 9.765511e-001, 3.908228e+002, 4.533045e-002, 3.968240e-006, 2.274384e-006, 1.498284e-001, 8.021091e-006, 3.932596e-003, 1.994036e-004, 8.662408e-005, 2.248337e-001, 2.533822e-003, 1.780492e-009, 5.075695e-009, 3.803966e-012, 1.454427e-012, 6.631070e-015, 2.974245e-008, 2.162819e-008, 5.448905e-010, 5.732406e-001, 7.781745e-002, 2.743392e+001
4.968547e+000, 9.999997e-001, 8.335300e-004, 9.335890e+001, 1.000000e+000, 1.451889e+009, 2.334464e-009, 6.369361e-003, 6.369365e-003, 1.627674e-006, 9.742965e-001, 4.013405e+002, 4.472404e-002, 6.339281e-006, 2.955482e-006, 1.495140e-001, 1.241700e-005, 4.372175e-003, 2.229952e-004, 9.190611e-005, 2.244894e-001, 2.944194e-003, 2.837827e-009, 5.918890e-009, 4.363527e-012, 1.906695e-012, 1.353539e-014, 3.571806e-008, 2.242942e-008, 6.362356e-010, 5.736195e-001, 7.781745e-002, 2.745063e+001
4.969062e+000, 9.999997e-001, 8.109119e-004, 9.596289e+001, 1.000000e+000, 2.087813e+009, 4.267290e-009, 6.956098e-003, 6.956104e-003, 1.660404e-006, 9.718155e-001, 4.127848e+002, 4.412887e-002, 9.883617e-006, 3.852706e-006, 1.491501e-001, 1.876895e-005, 4.850841e-003, 2.459064e-004, 9.667952e-005, 2.240901e-001, 3.409130e-003, 4.406143e-009, 6.882834e-009, 5.006133e-012, 2.457251e-012, 2.714666e-014, 4.279946e-008, 2.284577e-008, 7.411138e-010, 5.739958e-001, 7.781745e-002, 2.746727e+001
4.969578e+000, 9.999997e-001, 7.877751e-004, 9.878130e+001, 1.000000e+000, 2.925005e+009, 7.641430e-009, 7.569760e-003, 7.569772e-003, 1.691345e-006, 9.690992e-001, 4.251647e+002, 4.354506e-002, 1.503838e-005, 5.027975e-006, 1.487352e-001, 2.764344e-005, 5.369349e-003, 2.669124e-004, 1.008060e-004, 2.236337e-001, 3.931721e-003, 6.662514e-009, 7.977468e-009, 5.746973e-012, 3.112346e-012, 5.332870e-014, 5.109481e-008, 2.281519e-008, 8.609802e-010, 5.743695e-001, 7.781745e-002, 2.748385e+001
4.970094e+000, 9.999997e-001, 7.643260e-004, 1.018118e+002, 1.000000e+000, 3.985662e+009, 1.339408e-008, 8.200272e-003, 8.200293e-003, 1.720964e-006, 9.661419e-001, 4.384721e+002, 4.297217e-002, 2.233558e-005, 6.555475e-006, 1.482688e-001, 3.960642e-005, 5.927914e-003, 2.847715e-004, 1.041802e-004, 2.231189e-001, 4.514178e-003, 9.811411e-009, 9.211147e-009, 6.608247e-012, 3.878323e-012, 1.024834e-013, 6.068443e-008, 2.230829e-008, 9.973631e-010, 5.747405e-001, 7.781745e-002, 2.750038e+001
4.971125e+000, 9.999997e-001, 7.173769e-004, 1.084750e+002, 1.000000e+000, 6.702554e+009, 3.763005e-008, 9.460433e-003, 9.460491e-003, 1.776903e-006, 9.595142e-001, 4.677288e+002, 4.185456e-002, 4.513927e-005, 1.091271e-005, 1.471856e-001, 7.412724e-005, 7.161368e-003, 3.078766e-004, 1.085053e-004, 2.219171e-001, 5.858242e-003, 1.936263e-008, 1.210427e-008, 8.766183e-012, 5.747916e-012, 3.446957e-013, 8.381475e-008, 1.992579e-008, 1.323402e-009, 5.754764e-001, 7.781745e-002, 2.753338e+001
4.972156e+000, 9.999997e-001, 6.718539e-004, 1.158249e+002, 1.000000e+000, 1.014943e+010, 9.625871e-008, 1.065141e-002, 1.065155e-002, 1.831357e-006, 9.520129e-001, 5.000202e+002, 4.075954e-002, 8.418348e-005, 1.776072e-005, 1.459190e-001, 1.243556e-004, 8.536734e-003, 3.116040e-004, 1.097631e-004, 2.205053e-001, 7.423402e-003, 3.493189e-008, 1.554340e-008, 1.178895e-011, 8.093640e-012, 1.046368e-012, 1.119849e-007, 1.631485e-008, 1.729023e-009, 5.762081e-001, 7.781745e-002, 2.756643e+001
4.973187e+000, 9.999997e-001, 6.289749e-004, 1.237211e+002, 1.000000e+000, 1.392934e+010, 2.221227e-007, 1.173928e-002, 1.173962e-002, 1.885526e-006, 9.437370e-001, 5.347514e+002, 3.967238e-002, 1.450598e-004, 2.810638e-005, 1.444874e-001, 1.882089e-004, 1.003856e-002, 2.984588e-004, 1.083895e-004, 2.189080e-001, 9.186210e-003, 5.776993e-008, 1.946302e-008, 1.615073e-011, 1.102381e-011, 2.834383e-012, 1.448823e-007, 1.235900e-008, 2.227408e-009, 5.769390e-001, 7.781745e-002, 2.759963e+001
4.973703e+000, 9.999997e-001, 6.088155e-004, 1.278178e+002, 1.000000e+000, 1.582322e+010, 3.251955e-007, 1.225109e-002, 1.225158e-002, 1.912039e-006, 9.393557e-001, 5.527918e+002, 3.912702e-002, 1.855474e-004, 3.509797e-005, 1.437176e-001, 2.233055e-004, 1.083067e-002, 2.878168e-004, 1.069094e-004, 2.180510e-001, 1.012992e-002, 7.220861e-008, 2.155059e-008, 1.911436e-011, 1.281303e-011, 4.475474e-012, 1.630712e-007, 1.053820e-008, 2.517595e-009, 5.773049e-001, 7.781745e-002, 2.761630e+001
4.974219e+000, 9.999997e-001, 5.895495e-004, 1.319948e+002, 1.000000e+000, 1.764076e+010, 4.642287e-007, 1.274867e-002, 1.274938e-002, 1.937784e-006, 9.348252e-001, 5.712021e+002, 3.857918e-002, 2.332335e-004, 4.354813e-005, 1.429141e-001, 2.595754e-004, 1.164842e-002, 2.752448e-004, 1.049434e-004, 2.171582e-001, 1.111209e-002, 8.859644e-008, 2.369713e-008, 2.274532e-011, 1.488570e-011, 6.870349e-012, 1.824820e-007, 8.893507e-009, 2.838696e-009, 5.776711e-001, 7.781745e-002, 2.763301e+001
4.974734e+000, 9.999997e-001, 5.712118e-004, 1.362322e+002, 1.000000e+000, 1.934688e+010, 6.469753e-007, 1.323831e-002, 1.323930e-002, 1.962111e-006, 9.301642e-001, 5.898971e+002, 3.802770e-002, 2.884889e-004, 5.371334e-005, 1.420803e-001, 2.960894e-004, 1.248937e-002, 2.615505e-004, 1.025493e-004, 2.162340e-001, 1.212789e-002, 1.068576e-007, 2.586794e-008, 2.720383e-011, 1.732551e-011, 1.026589e-011, 2.031654e-007, 7.460055e-009, 3.193171e-009, 5.780380e-001, 7.781745e-002, 2.764977e+001
4.975250e+000, 9.999997e-001, 5.538140e-004, 1.405119e+002, 1.000000e+000, 2.091887e+010, 8.813627e-007, 1.372680e-002, 1.372815e-002, 1.984262e-006, 9.253902e-001, 6.087979e+002, 3.747172e-002, 3.515627e-004, 6.589597e-005, 1.412195e-001, 3.320312e-004, 1.335111e-002, 2.474021e-004, 9.977905e-005, 2.152825e-001, 1.317274e-002, 1.268788e-007, 2.802417e-008, 3.268586e-011, 2.024233e-011, 1.495012e-011, 2.251996e-007, 6.246565e-009, 3.583649e-009, 5.784053e-001, 7.781745e-002, 2.766656e+001
4.975766e+000, 9.999997e-001, 5.373492e-004, 1.448173e+002, 1.000000e+000, 2.234485e+010, 1.175206e-006, 1.422073e-002, 1.422253e-002, 2.003430e-006, 9.205195e-001, 6.278332e+002, 3.691069e-002, 4.225912e-004, 8.045014e-005, 1.403348e-001, 3.667335e-004, 1.423134e-002, 2.333084e-004, 9.668013e-005, 2.143073e-001, 1.424244e-002, 1.485133e-007, 3.012398e-008, 3.942969e-011, 2.377709e-011, 2.124872e-011, 2.486846e-007, 5.242379e-009, 4.012949e-009, 5.787732e-001, 7.781745e-002, 2.768337e+001
4.976281e+000, 9.999997e-001, 5.217960e-004, 1.491338e+002, 1.000000e+000, 2.362151e+010, 1.535982e-006, 1.472596e-002, 1.472832e-002, 2.018757e-006, 9.155661e-001, 6.469396e+002, 3.634431e-002, 5.016126e-004, 9.778613e-005, 1.394289e-001, 3.996915e-004, 1.512785e-002, 2.196293e-004, 9.329670e-005, 2.133116e-001, 1.533331e-002, 1.715879e-007, 3.212383e-008, 4.772048e-011, 2.810494e-011, 2.952054e-011, 2.737351e-007, 4.424873e-009, 4.484081e-009, 5.791415e-001, 7.781745e-002, 2.770018e+001
4.977312e+000, 9.999997e-001, 4.932591e-004, 1.577618e+002, 1.000000e+000, 2.573306e+010, 2.484644e-006, 1.577946e-002, 1.578327e-002, 2.036206e-006, 9.054491e-001, 6.851971e+002, 3.519538e-002, 6.833616e-004, 1.421386e-004, 1.375611e-001, 4.593766e-004, 1.696318e-002, 1.942051e-004, 8.580950e-005, 2.112671e-001, 1.756886e-002, 2.213324e-007, 3.569810e-008, 6.991885e-011, 3.976236e-011, 5.353987e-011, 3.288619e-007, 3.258973e-009, 5.560000e-009, 5.798789e-001, 7.781745e-002, 2.773375e+001
4.978344e+000, 9.999997e-001, 4.679182e-004, 1.663057e+002, 1.000000e+000, 2.731702e+010, 3.769936e-006, 1.691280e-002, 1.691858e-002, 2.029888e-006, 8.951305e-001, 7.231738e+002, 3.402674e-002, 8.955465e-004, 2.033437e-004, 1.356345e-001, 5.100470e-004, 1.883861e-002, 1.719687e-004, 7.770408e-005, 2.091690e-001, 1.985586e-002, 2.745285e-007, 3.843340e-008, 1.026854e-010, 5.742426e-011, 9.020963e-011, 3.914197e-007, 2.510451e-009, 6.832447e-009, 5.806160e-001, 7.781745e-002, 2.776711e+001
4.979375e+000, 9.999997e-001, 4.454071e-004, 1.747108e+002, 1.000000e+000, 2.845929e+010, 5.417830e-006, 1.814253e-002, 1.815084e-002, 1.996194e-006, 8.846488e-001, 7.606277e+002, 3.284168e-002, 1.136402e-003, 2.863434e-004, 1.336568e-001, 5.524710e-004, 2.074129e-002, 1.528630e-004, 6.927794e-005, 2.070252e-001, 2.218489e-002, 3.297066e-007, 4.011718e-008, 1.502240e-010, 8.382555e-011, 1.427690e-010, 4.623967e-007, 2.030723e-009, 8.329947e-009, 5.813519e-001, 7.781745e-002, 2.780017e+001
4.980406e+000, 9.999997e-001, 4.253701e-004, 1.829406e+002, 1.000000e+000, 2.924634e+010, 7.436387e-006, 1.947754e-002, 1.948894e-002, 1.933918e-006, 8.740188e-001, 7.973933e+002, 3.164423e-002, 1.403832e-003, 3.965515e-004, 1.316307e-001, 5.884183e-004, 2.266041e-002, 1.365371e-004, 6.080960e-005, 2.048386e-001, 2.455292e-002, 3.854872e-007, 4.064998e-008, 2.176595e-010, 1.223139e-010, 2.142714e-010, 5.428061e-007, 1.721227e-009, 1.008403e-008, 5.820860e-001, 7.781745e-002, 2.783285e+001
4.981437e+000, 9.999997e-001, 4.074819e-004, 1.909715e+002, 1.000000e+000, 2.975483e+010, 9.816984e-006, 2.092208e-002, 2.093713e-002, 1.844360e-006, 8.632384e-001, 8.333637e+002, 3.043865e-002, 1.695609e-003, 5.394869e-004, 1.295552e-001, 6.201531e-004, 2.458694e-002, 1.225734e-004, 5.254906e-005, 2.026079e-001, 2.696161e-002, 4.406086e-007, 4.005556e-008, 3.108767e-010, 1.767007e-010, 3.074272e-010, 6.336909e-007, 1.521922e-009, 1.212893e-008, 5.828181e-001, 7.781745e-002, 2.786513e+001
4.982469e+000, 9.999997e-001, 3.914558e-004, 1.987899e+002, 1.000000e+000, 3.004824e+010, 1.253686e-005, 2.247763e-002, 2.249685e-002, 1.731004e-006, 8.522945e-001, 8.684740e+002, 2.922918e-002, 2.009474e-003, 7.203396e-004, 1.274272e-001, 6.500809e-004, 2.651326e-002, 1.105807e-004, 4.470882e-005, 2.003299e-001, 2.941561e-002, 4.939336e-007, 3.846795e-008, 4.362200e-010, 2.510107e-010, 4.245043e-010, 7.361262e-007, 1.397177e-009, 1.450089e-008, 5.835484e-001, 7.781745e-002, 2.789701e+001
4.983500e+000, 9.999997e-001, 3.770433e-004, 2.063886e+002, 1.000000e+000, 3.017676e+010, 1.556223e-005, 2.414382e-002, 2.416768e-002, 1.598837e-006, 8.411685e-001, 9.026895e+002, 2.802000e-002, 2.343195e-003, 9.435263e-004, 1.252426e-001, 6.805204e-004, 2.843272e-002, 1.002231e-004, 3.745723e-005, 1.980000e-001, 3.192118e-002, 5.444577e-007, 3.610034e-008, 6.000815e-010, 3.491609e-010, 5.672770e-010, 8.512122e-007, 1.325614e-009, 1.723709e-008, 5.842772e-001, 7.781745e-002, 2.792851e+001
